day,time,address,district,accident_type,age,gender,suspect_vehicle,lat,long,Cluster
Friday,Morning,perintis kemerdekaan,biringkanaya,TL,NOV,NOV,R4,-5.0934582,119.5134093,9
Saturday,Evening,poros perumnas sudiang,biringkanaya,TM,adolescent,LK,R2,-5.1012568,119.5310464,0
Sunday,Morning,nuri,mariso,T,adolescent,PR,R2,-5.1613624,119.4092236,1
Friday,Evening,gunung bawakaraeng,makassar,TK,child,PR,R2,-5.1356777,119.415913,6
Monday,Morning,goa ria,biringkanaya,TK,adult,LK,R4,-5.0818045,119.5243856,3
Thursday,Afternoon,aroepala,rappocini,TK,adult,LK,R4,-5.176439,119.4573487,3
Friday,Evening,bandang,bontoala,TK,adult,PR,R2,-5.1265716,119.4194415,7
Friday,Morning,perintis kemerdekaan,biringkanaya,T,adult,LK,R2,-5.0934582,119.5134093,8
Saturday,Night,kima raya,biringkanaya,T,adult,LK,R2,-5.1054746,119.4976501,7
Monday,Morning,mapala,rappocini,TK,child,LK,R2,-5.1688842,119.4391711,1
Saturday,Afternoon,ratulangi,mamajang,TK,adolescent,PR,R2,-5.1520498,119.4160523,0
Sunday,Afternoon,gunung bawakaraeng,bontoala,TK,child,LK,R2,-5.1354412,119.4177503,7
Tuesday,Evening,aroepala,rappocini,OC,adult,PR,R2,-5.176439,119.4573487,6
Tuesday,Evening,bontoduri,tamalate,T,adult,PR,R2,-5.1770047,119.4241513,6
Monday,Night,antang raya,manggala,OC,adult,LK,R2,-5.1602384,119.4774127,7
Tuesday,Evening,perintis kemerdekaan,biringkanaya,TK,adult,LK,R4,-5.0934582,119.5134093,3
Thursday,Afternoon,boulevard,panakukang,TK,adult,LK,R4,-5.15694815,119.44655432802904,3
Thursday,Afternoon,poros perumnas sudiang,biringkanaya,T,adolescent,PR,R2,-5.1012568,119.5310464,0
Wednesday,Morning,hertasning,rappocini,TL,NOV,NOV,R4,-5.1635155,119.4381914,9
Thursday,Evening,perintis kemerdekaan,biringkanaya,T,adult,LK,R2,-5.0934582,119.5134093,1
Monday,Morning,andi tonro,tamalate,TL,NOV,NOV,R2,-5.1722153,119.4194737,4
Friday,Evening,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0934582,119.5134093,7
Saturday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0934582,119.5134093,7
Friday,Night,veteran utara,bontoala,TK,adult,LK,R2,-5.1407973,119.4239945,7
Tuesday,Evening,nuri,mariso,TK,child,LK,R2,-5.1613624,119.4092236,5
Wednesday,Afternoon,abu bakar lambogo,makassar,OC,adolescent,LK,R2,-5.1444266,119.4314297,0
Thursday,Afternoon,btn minasa upa,rappocini,TK,adolescent,LK,R2,-5.1856769,119.4533275,11
Sunday,Night,goa ria,biringkanaya,TL,adolescent,LK,R2,-5.0818045,119.5243856,0
Saturday,Evening,veteran utara,bontoala,TK,adult,LK,R2,-5.1407973,119.4239945,7
Sunday,Morning,toddopuli raya,rappocini,TM,adult,LK,R6,-5.1658609,119.4497719,8
Monday,Night,inspeksi pam,manggala,OC,adult,LK,R2,-5.1501163,119.4756964,7
Sunday,Evening,sunu,tallo,TL,adolescent,LK,R2,-5.1247334,119.4296097,0
Monday,Afternoon,teuku umar,tallo,TK,adult,LK,R6,-5.1139854,119.4352107,3
Tuesday,Afternoon,hertasning,rappocini,OC,adult,LK,R2,-5.1635155,119.4381914,7
Tuesday,Night,biring romang,tamalanrea,OC,adolescent,LK,R2,-5.1201558,119.5040303,0
Wednesday,Morning,dg. tata iii,tamalate,TK,adult,LK,R2,-5.1907525,119.4167484,8
Thursday,Morning,arief rate,ujung pandang,OC,adult,PR,R2,-5.14495,119.4125725,8
Saturday,Morning,sunu,bontoala,TK,adult,LK,R2,-5.1321811,119.4269256,8
Thursday,Evening,nipa-nipa,manggala,TL,NOV,NOV,R2,-5.1624763,119.5003181,10
Saturday,Evening,perintis kemerdekaan,biringkanaya,TK,adult,LK,R4,-5.0934582,119.5134093,3
Sunday,Afternoon,naja dg. nai,tallo,TM,adult,LK,R2,-5.1262392,119.4426606,7
Sunday,Night,tinumbu,bontoala,TK,adolescent,LK,R2,-5.126371,119.418844,11
Monday,Evening,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R2,-5.0934582,119.5134093,11
Tuesday,Night,poros laikang,biringkanaya,TK,adolescent,LK,R2,-5.1012568,119.5310464,11
Sunday,Morning,nuri,mariso,TL,NOV,NOV,R2,-5.1613624,119.4092236,4
Saturday,Morning,veteran utara,makassar,TK,adult,LK,R2,-5.1407973,119.4239945,8
Thursday,Night,metro tanjung bunga,mariso,OC,adolescent,LK,R2,-5.1503551,119.4065236,0
Tuesday,Afternoon,veteran utara,bontoala,TK,adult,LK,R6,-5.1407973,119.4239945,3
Wednesday,Afternoon,gunung bawakaraeng,bontoala,TK,adult,LK,R4,-5.1354412,119.4177503,3
Monday,Afternoon,poros perumnas sudiang,biringkanaya,TM,adolescent,LK,R2,-5.1012568,119.5310464,0
Wednesday,Morning,gunung bawakaraeng,bontoala,TK,adult,LK,R3,-5.1354412,119.4177503,8
Wednesday,Afternoon,tamangapa raya,manggala,TL,NOV,NOV,R4,-5.1767373,119.4843844,2
Thursday,Evening,andi pangerang pettarani,rappocini,OC,adult,LK,R2,-5.1565899,119.4369069,1
Saturday,Evening,veteran selatan,mamajang,TM,adult,LK,R2,-5.1671547,119.419923,1
Sunday,Night,kapasa raya,biringkanaya,OC,adult,LK,R2,-5.1127455,119.5090435,7
Friday,Morning,sungai saddang,ujung pandang,OC,adult,LK,R2,-5.1468498,119.4249901,8
Thursday,Morning,sungai saddang,ujung pandang,TK,adult,PR,R2,-5.1468498,119.4249901,8
Saturday,Morning,gunung latimojong,makassar,TL,NOV,NOV,R2,-5.1405404,119.4208275,4
Thursday,Evening,abu bakar lambogo,makassar,TL,NOV,NOV,R2,-5.1444266,119.4314297,10
Friday,Morning,maccini raya,makassar,OC,adult,PR,R2,-5.1380386,119.4340109,8
Sunday,Morning,abu bakar lambogo,makassar,TK,adult,LK,R2,-5.1444266,119.4314297,8
Wednesday,Evening,batara bira,biringkanaya,TK,adolescent,LK,R4,-5.0884975,119.5063692,7
Wednesday,Afternoon,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R4,-5.1257155,119.5040112,2
Thursday,Afternoon,tamalanrea raya,tamalanrea,TK,adult,LK,R2,-5.1389844,119.5193272,7
Thursday,Afternoon,perumnas antang,manggala,OC,adult,PR,R2,-5.1672432,119.480345,6
Friday,Night,nuri baru,mariso,TK,adolescent,LK,R2,-5.1676353,119.4072099,11
Thursday,Afternoon,metro tanjung bunga,tamalate,TK,adult,PR,R4,-5.1661576,119.3917443,3
Saturday,Morning,berua raya,biringkanaya,TK,adult,PR,R4,-5.1158621,119.5232925,3
Sunday,Evening,kandea,bontoala,TK,adolescent,LK,R2,-5.1284577,119.4223128,11
Thursday,Morning,teuku umar,tallo,TL,adult,LK,R2,-5.1139854,119.4352107,8
Saturday,Evening,kumala,tamalate,TL,NOV,NOV,R2,-5.169866,119.4189942,10
Tuesday,Afternoon,perintis kemerdekaan,tamalanrea,TM,adult,LK,R4,-5.1257155,119.5040112,3
Tuesday,Morning,galangan kapal,tallo,TK,adult,LK,R6,-5.1116901,119.4310929,8
Tuesday,Afternoon,aroepala,rappocini,TK,adult,LK,R2,-5.176439,119.4573487,7
Wednesday,Afternoon,sawerigading,ujung pandang,TK,adult,PR,R2,-5.1408703,119.4127661,7
Friday,Morning,toddopuli 10,manggala,TK,adolescent,LK,R2,-5.165915,119.4564492,5
Wednesday,Afternoon,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112,10
Sunday,Night,abu bakar lambogo,makassar,TK,adult,LK,R2,-5.1444266,119.4314297,7
Wednesday,Afternoon,pengayoman,panakukang,OC,adult,LK,R2,-5.1581728,119.44619225187714,7
Saturday,Night,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0934582,119.5134093,7
Thursday,Morning,borong raya,manggala,TK,adult,LK,R4,-5.1637473,119.4673699,3
Thursday,Evening,perintis kemerdekaan,biringkanaya,TL,NOV,NOV,R2,-5.0934582,119.5134093,10
Saturday,Morning,ahmad yani,ujung pandang,TK,adult,LK,R2,-5.132978,119.4104834,8
Saturday,Afternoon,kesatuan,tamalanrea,OC,adolescent,LK,R2,-5.132711,119.5189682,0
Sunday,Night,perintis kemerdekaan,tamalanrea,OC,adult,LK,R2,-5.1257155,119.5040112,7
Sunday,Morning,tamangapa raya,manggala,TK,child,LK,R2,-5.1767373,119.4843844,1
Sunday,Night,metro tanjung bunga,mariso,OC,adult,PR,R2,-5.1503551,119.4065236,6
Tuesday,Night,kumala,tamalate,TK,adult,LK,R4,-5.169866,119.4189942,3
Monday,Morning,perintis kemerdekaan,tamalanrea,OC,adult,LK,R2,-5.1257155,119.5040112,8
Tuesday,Night,veteran selatan,mamajang,TK,adolescent,LK,R2,-5.1671547,119.419923,11
Sunday,Evening,sultan alauddin,tamalate,TL,NOV,NOV,R2,-5.1740774,119.4312419,10
Sunday,Evening,maccini baru,makassar,TK,adult,LK,R2,-5.1378158,119.4279274,7
Monday,Evening,metro tanjung bunga,tamalate,OC,adult,LK,R2,-5.1661576,119.3917443,1
Tuesday,Evening,pelita raya,rappocini,OC,adolescent,LK,R2,-5.1496618,119.4349069,0
Tuesday,Evening,goa ria,biringkanaya,TL,NOV,NOV,R2,-5.0818045,119.5243856,10
Thursday,Night,borong raya,manggala,TK,adolescent,LK,R2,-5.1637473,119.4673699,11
Tuesday,Evening,sultan alauddin,tamalate,TL,NOV,NOV,R2,-5.1740774,119.4312419,10
Sunday,Afternoon,maccini raya,makassar,TK,adult,LK,R2,-5.1380386,119.4340109,7
Monday,Morning,veteran selatan,mamajang,TK,adult,LK,R2,-5.1671547,119.419923,8
Thursday,Evening,sungai saddang baru,makassar,TK,adolescent,LK,R4,-5.1465627,119.4278086,7
Friday,Evening,metro tanjung bunga,mariso,TB,adult,LK,R4,-5.1503551,119.4065236,3
Wednesday,Morning,tamangapa raya,manggala,TM,adult,LK,R4,-5.1767373,119.4843844,3
Monday,Afternoon,andi pangerang pettarani,rappocini,TK,adult,PR,R2,-5.1565899,119.4369069,7
Tuesday,Night,perintis kemerdekaan,tamalanrea,TK,adolescent,LK,R2,-5.1257155,119.5040112,11
Wednesday,Afternoon,rappocini raya,rappocini,TM,adult,LK,R4,-5.1585335,119.4337899,3
Thursday,Morning,pengayoman,panakukang,TK,child,LK,R2,-5.1581728,119.44619225187714,1
Saturday,Evening,perintis kemerdekaan,biringkanaya,TL,NOV,NOV,R4,-5.0934582,119.5134093,2
Friday,Night,sultan alauddin,tamalate,TB,adult,LK,R4,-5.1740774,119.4312419,3
Friday,Afternoon,antang raya,manggala,TL,NOV,NOV,R2,-5.1602384,119.4774127,10
Tuesday,Night,perintis kemerdekaan,biringkanaya,TM,adult,LK,R6,-5.0934582,119.5134093,7
Wednesday,Morning,perumnas raya,manggala,TL,NOV,NOV,R4,-5.1672432,119.480345,9
Thursday,Evening,ujung pandang baru,tallo,TK,adolescent,LK,R2,-5.11907695,119.436541106339,11
Friday,Morning,perintis kemerdekaan,tamalanrea,TM,adolescent,LK,R2,-5.1257155,119.5040112,1
Thursday,Morning,perintis kemerdekaan,biringkanaya,TL,NOV,NOV,R4,-5.0934582,119.5134093,9
Thursday,Afternoon,perintis kemerdekaan,tamalanrea,TK,adolescent,NOV,R4,-5.1257155,119.5040112,7
Saturday,Afternoon,cendrawasih,mariso,TB,adolescent,LK,R2,-5.1552795,119.4122605,0
Sunday,Night,perintis kemerdekaan,tamalanrea,T,adolescent,LK,R2,-5.1257155,119.5040112,0
Saturday,Evening,permandian alam barombong,tamalate,TK,adolescent,LK,R3,-5.2019757,119.3874662,11
Sunday,Night,citra sudiang,biringkanaya,T,adult,LK,R2,-5.0813602,119.5214361,7
Saturday,Evening,nipa-nipa,manggala,TK,adolescent,LK,R2,-5.1624763,119.5003181,11
Wednesday,Afternoon,kerung-kerung,makassar,TL,NOV,NOV,R2,-5.1402144,119.4257998,10
Monday,Evening,sunu,bontoala,TK,adult,LK,R2,-5.1321811,119.4269256,7
Tuesday,Night,perintis kemerdekaan,tamalanrea,TK,adult,LK,R2,-5.1257155,119.5040112,7
Thursday,Evening,inspeksi pam,manggala,TL,NOV,NOV,R2,-5.1501163,119.4756964,10
Thursday,Afternoon,sultan alauddin,tamalate,TK,adolescent,PR,R2,-5.1740774,119.4312419,0
Sunday,Night,monginsidi,makassar,TK,adult,LK,R2,-5.1486573,119.4231372,7
Saturday,Afternoon,kartini,ujung pandang,TL,NOV,NOV,R2,-5.1360991,119.4118141,10
Monday,Morning,sultan hasanuddin,ujung pandang,TK,adolescent,LK,R2,-5.1452672,119.4126554,5
Saturday,Afternoon,andi pangerang pettarani,rappocini,TK,adolescent,LK,R2,-5.1565899,119.4369069,11
Monday,Morning,rappocini raya,rappocini,TM,adolescent,PR,R2,-5.1585335,119.4337899,1
Thursday,Afternoon,dg. regge,tallo,TL,NOV,NOV,R2,-5.1249038,119.4325008,10
Friday,Morning,gunung bawakaraeng,bontoala,TL,NOV,NOV,R2,-5.1354412,119.4177503,4
Thursday,Afternoon,perintis kemerdekaan,biringkanaya,OC,adult,LK,R2,-5.0934582,119.5134093,7
Saturday,Afternoon,pengayoman,panakukang,TK,adolescent,LK,R2,-5.1581728,119.44619225187714,11
Monday,Night,tamangapa raya,manggala,TK,adolescent,LK,R2,-5.1767373,119.4843844,11
Monday,Morning,bulogading,ujung pandang,TM,adult,PR,R4,-5.1367858,119.4070415,9
Saturday,Morning,pampang,panakukang,OC,adult,LK,R2,-5.1332387,119.4440158,8
Wednesday,Evening,baji dakka,tamalate,TM,adult,LK,R4,-5.1767458,119.4113593,3
Wednesday,Afternoon,kumala,tamalate,TK,adult,LK,R2,-5.169866,119.4189942,7
Thursday,Afternoon,paccerakkang,biringkanaya,TL,NOV,NOV,R4,-5.1130349,119.5128407,2
Saturday,Morning,perintis kemerdekaan,biringkanaya,TL,NOV,NOV,R4,-5.0934582,119.5134093,9
Saturday,Afternoon,andi tonro,tamalate,TK,adult,LK,R2,-5.1722153,119.4194737,7
Tuesday,Morning,pandang raya,panakukang,TL,NOV,NOV,R4,-5.157086,119.447943,9
Saturday,Evening,ratulangi,mamajang,TL,NOV,NOV,R2,-5.1520498,119.4160523,10
Tuesday,Evening,gunung latimojong,makassar,TK,adolescent,LK,R2,-5.1405404,119.4208275,11
Tuesday,Afternoon,sultan alauddin,rappocini,TM,adult,LK,R4,-5.1847014,119.4408542,3
Friday,Morning,metro tanjung bunga,tamalate,TK,adult,LK,R2,-5.1661576,119.3917443,8
Thursday,Evening,ratulangi,mamajang,TK,adult,LK,R2,-5.1520498,119.4160523,7
Thursday,Evening,sunu,tallo,TL,adult,LK,R2,-5.1247334,119.4296097,6
Thursday,Morning,perumnas antang,manggala,T,adolescent,LK,R2,-5.1672432,119.480345,1
Friday,Morning,keindahan,tamalanrea,TK,adolescent,LK,R2,-5.1358981,119.5186684,5
Sunday,Night,hertasning,rappocini,TK,adolescent,LK,R4,-5.1635155,119.4381914,7
Sunday,Night,penghibur,ujung pandang,TL,NOV,NOV,R3,-5.1438068,119.4081433,2
Monday,Morning,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R2,-5.0934582,119.5134093,5
Monday,Evening,pendidikan raya,rappocini,TL,NOV,NOV,R2,-5.1706419,119.4405082,10
Monday,Evening,poros laikang,biringkanaya,TB,adult,LK,R4,-5.1012568,119.5310464,3
Friday,Afternoon,perintis kemerdekaan,biringkanaya,TL,adolescent,LK,R2,-5.0934582,119.5134093,0
Thursday,Evening,teuku umar,tallo,TK,adult,LK,R2,-5.1139854,119.4352107,7
Saturday,Morning,andi pangerang pettarani,rappocini,TK,adolescent,LK,R4,-5.1565899,119.4369069,7
Tuesday,Evening,perintis kemerdekaan,tamalanrea,OC,adolescent,PR,R2,-5.1257155,119.5040112,0
Sunday,Night,andi pangerang pettarani,rappocini,OC,adult,LK,R2,-5.1565899,119.4369069,7
Sunday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0934582,119.5134093,7
Wednesday,Morning,perintis kemerdekaan,tamalanrea,TK,adult,LK,R2,-5.1257155,119.5040112,8
Monday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R2,-5.0934582,119.5134093,11
Sunday,Afternoon,perintis kemerdekaan,tamalanrea,OC,adult,LK,R2,-5.1257155,119.5040112,7
Saturday,Night,gunung bawakaraeng,ujung pandang,TK,adolescent,LK,R2,-5.1356777,119.415913,11
Friday,Afternoon,perintis kemerdekaan,tamalanrea,TM,adolescent,LK,R2,-5.1257155,119.5040112,0
Saturday,Night,goa ria,biringkanaya,TL,NOV,NOV,R2,-5.0818045,119.5243856,10
Friday,Night,korban,tallo,T,adolescent,LK,R2,-5.1235312,119.4364017,0
Sunday,Evening,metro,mariso,OC,adolescent,LK,R2,-5.1503551,119.4065236,0
Monday,Afternoon,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112,10
Tuesday,Morning,veteran selatan,mamajang,TL,NOV,NOV,R2,-5.1671547,119.419923,4
Thursday,Morning,borong raya,manggala,OC,adult,PR,R2,-5.1637473,119.4673699,8
Friday,Morning,borong raya,manggala,TK,adult,LK,R2,-5.1637473,119.4673699,8
Thursday,Evening,aroepala,rappocini,TM,adult,LK,R2,-5.176439,119.4573487,1
Saturday,Afternoon,dg.tata 1,tamalate,TK,adolescent,LK,R2,-5.1793833,119.4244824,11
Sunday,Evening,veteran utara,makassar,TK,adult,LK,R2,-5.1407973,119.4239945,7
Sunday,Morning,karunrung,rappocini,TM,child,LK,R2,-5.1804381,119.4516179,1
Friday,Night,gunung bawakaraeng,makassar,OC,adult,LK,R2,-5.1356777,119.415913,7
Saturday,Evening,kapasa raya,tamalanrea,TL,NOV,NOV,R4,-5.0945064,119.4925577,2
Monday,Morning,perintis kemerdekaan,biringkanaya,TK,adolescent,PR,R2,-5.0934582,119.5134093,1
Sunday,Afternoon,singa,mamajang,TK,adolescent,LK,R2,-5.1586101,119.4195207,11
Tuesday,Morning,komp. unhas,tallo,TL,NOV,NOV,R2,-5.1273889,119.4269936,4
Monday,Afternoon,inspeksi pam,manggala,TK,adult,LK,R2,-5.1501163,119.4756964,7
Monday,Night,tamalanrea raya,tamalanrea,OC,adult,LK,R2,-5.1389844,119.5193272,7
Monday,Afternoon,aroepala,rappocini,T,adult,LK,R2,-5.176439,119.4573487,7
Friday,Morning,veteran utara,makassar,TK,adolescent,LK,R3,-5.1407973,119.4239945,7
Friday,Night,veteran utara,makassar,TL,NOV,NOV,R4,-5.1407973,119.4239945,2
Friday,Morning,perintis kemerdekaan,tamalanrea,TK,adult,PR,R2,-5.1257155,119.5040112,8
Thursday,Afternoon,datuk,tallo,TM,adult,LK,R4,-5.1252307,119.4348769,3
Friday,Evening,abu bakar lambogo,makassar,OC,child,LK,R2,-5.1444266,119.4314297,1
Monday,Morning,sultan alauddin,rappocini,TL,NOV,NOV,R2,-5.1847014,119.4408542,4
Monday,Morning,gunung bawakaraeng,makassar,TM,adolescent,LK,R6,-5.1356777,119.415913,1
Tuesday,Morning,citra sudiang,biringkanaya,OC,adolescent,LK,R2,-5.0813602,119.5214361,1
Wednesday,Morning,kartini,ujung pandang,TK,adolescent,LK,R4,-5.1360991,119.4118141,7
Friday,Morning,hertasning,rappocini,TK,adult,LK,R2,-5.1635155,119.4381914,8
Monday,Morning,datuk,tallo,TK,child,PR,R2,-5.1252307,119.4348769,1
Monday,Evening,teuku umar,tallo,TK,adolescent,PR,R2,-5.1139854,119.4352107,0
Monday,Afternoon,perintis kemerdekaan,biringkanaya,TL,NOV,NOV,R2,-5.0934582,119.5134093,10
Tuesday,Afternoon,veteran selatan,mamajang,TM,adult,LK,R2,-5.1671547,119.419923,7
Tuesday,Morning,perintis kemerdekaan,tamalanrea,T,adult,LK,R4,-5.1257155,119.5040112,3
Wednesday,Afternoon,boulevard,panakukang,TL,NOV,NOV,R4,-5.15694815,119.44655432802904,2
Wednesday,Morning,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0934582,119.5134093,8
Thursday,Night,andi pangerang pettarani,rappocini,OC,adolescent,LK,R2,-5.1565899,119.4369069,0
Thursday,Night,serigala,mamajang,TK,adult,LK,R2,-5.1607129,119.4210329,7
Thursday,Morning,batu putih,makassar,TK,adult,LK,R4,-5.1468769,119.4185684,3
Saturday,Evening,malengkeri,tamalate,TB,adolescent,LK,R2,-5.1875239,119.4339559,0
Saturday,Afternoon,veteran selatan,mamajang,TK,adult,PR,R2,-5.1671547,119.419923,7
Sunday,Afternoon,bulukunyi,makassar,TK,adult,LK,R4,-5.1462898,119.421436,3
Friday,Morning,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R2,-5.0934582,119.5134093,5
Saturday,Evening,tamangapa raya,manggala,TK,adolescent,LK,R2,-5.1767373,119.4843844,11
Saturday,Afternoon,kapasa raya,biringkanaya,TK,adolescent,LK,R2,-5.1127455,119.5090435,11
Monday,Afternoon,gatot subroto,tallo,TK,child,LK,R2,-5.1182406,119.4349653,7
Saturday,Evening,perintis kemerdekaan,tamalanrea,OC,adolescent,PR,R2,-5.1257155,119.5040112,0
Tuesday,Afternoon,metro,tamalate,OC,adult,LK,R2,-5.1661576,119.3917443,7
Tuesday,Afternoon,komp. unhas,tamalanrea,TK,adult,LK,R2,-5.131947,119.48707,7
Saturday,Evening,perintis kemerdekaan,biringkanaya,OC,adult,LK,R2,-5.0934582,119.5134093,1
Tuesday,Morning,galangan kapal,tallo,TK,adult,LK,R2,-5.1116901,119.4310929,8
Tuesday,Afternoon,beruang,mamajang,TK,adult,PR,R4,-5.1590826,119.4194081,3
Monday,Evening,perintis kemerdekaan,biringkanaya,TM,adolescent,LK,R2,-5.0934582,119.5134093,0
Thursday,Morning,sungai saddang,makassar,TK,adolescent,LK,R2,-5.1468498,119.4249901,5
Wednesday,Night,sultan alauddin,tamalate,TM,adult,LK,R6,-5.1740774,119.4312419,3
Friday,Night,nuri,mariso,TK,adult,LK,R2,-5.1613624,119.4092236,7
Friday,Morning,cendrawasih,mariso,TK,adult,PR,R4,-5.1552795,119.4122605,3
Sunday,Afternoon,hertasning,rappocini,TL,NOV,NOV,R4,-5.1635155,119.4381914,2
Saturday,Afternoon,emmy saelan,rappocini,TL,NOV,NOV,R4,-5.1716927,119.4425634,2
Friday,Evening,nikel raya,rappocini,TL,NOV,NOV,R4,-5.153695,119.4366357,2
Sunday,Night,ujung bori,manggala,TK,adolescent,LK,R2,-5.1644865,119.474764,11
Tuesday,Afternoon,tamalate,rappocini,TL,NOV,NOV,R2,-5.1675882,119.4479146,10
Wednesday,Night,perintis kemerdekaan,biringkanaya,TL,NOV,NOV,R4,-5.0934582,119.5134093,2
Tuesday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adult,LK,R4,-5.0934582,119.5134093,3
Wednesday,Night,galangan kapal,tallo,TL,NOV,NOV,R2,-5.1116901,119.4310929,10
Wednesday,Morning,maccini raya,makassar,TM,adult,PR,R4,-5.1380386,119.4340109,9
Wednesday,Afternoon,andalas,bontoala,TL,NOV,NOV,R4,-5.1268592,119.4185753,2
Thursday,Afternoon,sunu,tallo,TK,adolescent,LK,R2,-5.1247334,119.4296097,11
Friday,Night,gunung latimojong,makassar,TK,adolescent,LK,R2,-5.1405404,119.4208275,11
Friday,Afternoon,metro tanjung bunga,tamalate,TB,adolescent,LK,R2,-5.1661576,119.3917443,0
Saturday,Morning,gunung bawakaraeng,makassar,TM,adult,LK,R2,-5.1356777,119.415913,8
Saturday,Evening,perintis kemerdekaan,tamalanrea,TK,adult,LK,R4,-5.1257155,119.5040112,3
Friday,Morning,goa ria,biringkanaya,TK,adult,LK,R2,-5.0818045,119.5243856,8
Sunday,Evening,ratulangi,mamajang,TK,adult,LK,R4,-5.1520498,119.4160523,3
Friday,Morning,penghibur,ujung pandang,TL,NOV,NOV,R2,-5.1438068,119.4081433,4
Sunday,Afternoon,borong raya,manggala,TL,NOV,NOV,R4,-5.1637473,119.4673699,2
Wednesday,Morning,perintis kemerdekaan,tamalanrea,TK,adolescent,LK,R4,-5.1257155,119.5040112,7
Wednesday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R2,-5.0934582,119.5134093,11
Friday,Evening,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0934582,119.5134093,7
Friday,Morning,perintis kemerdekaan,tamalanrea,TM,adolescent,LK,R2,-5.1257155,119.5040112,1
Thursday,Evening,metro tanjung bunga,tamalate,TL,adolescent,LK,R2,-5.1661576,119.3917443,0
Saturday,Evening,veteran utara,makassar,TB,adolescent,LK,R2,-5.1407973,119.4239945,0
Thursday,Afternoon,sultan hasanuddin,ujung pandang,TL,NOV,NOV,R4,-5.1452672,119.4126554,2
Friday,Morning,veteran utara,makassar,T,adult,LK,R2,-5.1407973,119.4239945,8
Friday,Morning,metro tanjung bunga,tamalate,T,adult,LK,R4,-5.1661576,119.3917443,8
Thursday,Afternoon,bandang,bontoala,TK,adult,LK,R4,-5.1265716,119.4194415,3
Saturday,Night,sunu,makassar,OC,adolescent,LK,R2,-5.1321811,119.4269256,0
Friday,Night,veteran utara,bontoala,TK,adult,LK,R2,-5.1407973,119.4239945,7
Sunday,Night,veteran selatan,makassar,TK,NOV,LK,R4,-5.1673416,119.4198624,3
Sunday,Night,sunu,tallo,TK,adolescent,LK,R2,-5.1247334,119.4296097,11
Monday,Afternoon,rappocini raya,rappocini,TL,NOV,NOV,R2,-5.1585335,119.4337899,10
Saturday,Afternoon,veteran selatan,makassar,TK,adult,LK,R4,-5.1673416,119.4198624,3
Sunday,Evening,cumi cumi,bontoala,TK,adolescent,LK,R2,-5.1338742,119.4306654,11
Monday,Morning,kapasa raya,tamalanrea,TL,NOV,NOV,R6,-5.0945064,119.4925577,9
Sunday,Afternoon,emmy saelan,rappocini,TL,NOV,NOV,R2,-5.1716927,119.4425634,10
Monday,Afternoon,borong raya,manggala,TL,NOV,NOV,R2,-5.1637473,119.4673699,10
Monday,Morning,aroepala,rappocini,TB,adolescent,PR,R2,-5.176439,119.4573487,1
Saturday,Afternoon,hertasning,rappocini,TL,NOV,NOV,R4,-5.1635155,119.4381914,2
Tuesday,Evening,perintis kemerdekaan,tamalanrea,TM,adolescent,LK,R2,-5.1257155,119.5040112,0
Wednesday,Afternoon,galangan kapal,tallo,TB,adult,LK,R10,-5.1116901,119.4310929,3
Tuesday,Afternoon,tidung,rappocini,OC,adult,LK,R2,-5.1707043,119.4455539,7
Wednesday,Morning,rappocini raya,mamajang,TL,NOV,NOV,R2,-5.1521685,119.4252871,4
Wednesday,Evening,perintis kemerdekaan,biringkanaya,TB,adult,LK,R4,-5.0934582,119.5134093,3
Wednesday,Morning,sungai limboto,ujung pandang,TM,adult,LK,R4,-5.14221,119.4193389,3
Wednesday,Afternoon,toa dg.3,manggala,TK,adult,LK,R2,-5.150651,119.4674872,7
Thursday,Night,pannampu,tallo,TK,adult,NOV,R2,-5.1176851,119.4314582,7
Friday,Evening,dirgantara,panakukang,TK,adolescent,PR,R2,-5.1464776,119.4580041,0
