day,time,address,district,accident_type,age,gender,suspect_vehicle,lat,long,Cluster
Tuesday,Afternoon,mesjid raya,bontoala,TK,adolescent,LK,R2,-5.1334076,119.4273561,11
Wednesday,Afternoon,letjen hertasning,panakkukang,TL,NOV,LK,R2,-5.1624971,119.4427223,6
Thursday,Night,sam ratulangi,mariso,TK,adolescent,LK,R3,-5.1545546,119.4162759,11
Thursday,Morning,insinyur sutami,biringkanaya,TK,adolescent,NOV,R2,-5.078346,119.5071711,1
Wednesday,Afternoon,perintis kemerdekaan,biringkanaya,TL,NOV,NOV,R2,-5.0934582,119.5134093,10
Thursday,Afternoon,berua raya,biringkanaya,TM,adolescent,LK,R2,-5.1158621,119.5232925,0
Tuesday,Evening,pampang raya,panakkukang,TL,NOV,PR,R2,-5.1345717,119.4442908,10
Thursday,Morning,urip sumuharjo,panakkukang,TL,NOV,PR,R3,-5.1348243,119.4316818,9
Thursday,Evening,sultan alauddin,rappocini,TK,adult,PR,R3,-5.1847014,119.4408542,3
Thursday,Morning,bandang,bontoala,TL,NOV,LK,R2,-5.1265716,119.4194415,4
Friday,Evening,serigala,mamajang,T,adolescent,NOV,R2,-5.1607129,119.4210329,0
Saturday,Night,urip sumuharjo,panakkukang,TL,NOV,LK,R3,-5.1348243,119.4316818,2
Thursday,Evening,sungai saddang,makassar,TK,adolescent,PR,R3,-5.1468498,119.4249901,0
Monday,Morning,ali malaka,ujung pandang,TK,adult,LK,R3,-5.1404819,119.4084815,8
Wednesday,Morning,andi pangerang pettarani,panakkukang,TK,adult,LK,R3,-5.1521953,119.4374749,8
Monday,Evening,daeng tata raya,tamalate,TL,NOV,NOV,R2,-5.1850019,119.423432,10
Tuesday,Morning,dokter leimena,panakkukang,TL,NOV,NOV,R2,-5.1477018,119.4702925,4
Wednesday,Morning,aroepala,rappocini,TK,adult,NOV,R3,-5.176439,119.4573487,8
Wednesday,Afternoon,toddopuli raya timur,manggala,TK,adult,LK,R2,-5.1619436,119.4574242,7
Tuesday,Evening,perintis kemerdekaan,tamalanrea,TK,adult,LK,R2,-5.1257155,119.5040112,7
Tuesday,Evening,goa ria,biringkanaya,TL,NOV,PR,R3,-5.0818045,119.5243856,10
Tuesday,Evening,letjen hertasning,rappocini,TK,adult,LK,R3,-5.1615805,119.4360696,7
Wednesday,Afternoon,insinyur sutami,tamalanrea,TK,adult,LK,R2,-5.1034072,119.4572411,7
Thursday,Evening,perintis kemerdekaan,biringkanaya,TK,adult,LK,R3,-5.0934582,119.5134093,3
Saturday,Evening,datuk ditiro,tallo,T,adult,LK,R2,-5.1272385,119.431099,1
Sunday,Morning,sam ratulangi,mamajang,TK,adolescent,LK,R2,-5.1520498,119.4160523,5
Sunday,Night,mesjid raya,bontoala,TK,adult,PR,R2,-5.1334076,119.4273561,7
Thursday,Morning,veteran selatan,makassar,TK,adolescent,NOV,R2,-5.1673416,119.4198624,1
Saturday,Morning,abu bakar lambogo,makassar,TL,NOV,LK,R2,-5.1444266,119.4314297,4
Sunday,Afternoon,nipa nipa,manggala,TK,adolescent,LK,R2,-5.1624763,119.5003181,11
Saturday,Evening,borong raya,manggala,TK,adolescent,LK,R2,-5.1637473,119.4673699,11
Tuesday,Night,perintis kemerdekaan,biringkanaya,TM,adult,LK,R3,-5.0934582,119.5134093,3
Wednesday,Night,cendrawasih,mariso,TL,NOV,NOV,R2,-5.1552795,119.4122605,10
Tuesday,Evening,metro tanjung bunga,tamalate,TK,adolescent,LK,R2,-5.1661576,119.3917443,11
Saturday,Morning,gunung kimbalu,tamalate,TK,adult,PR,R2,-5.1795266,119.3959258,8
Tuesday,Afternoon,manyikkoaya,biringkanaya,TL,NOV,LK,R2,-5.0770234,119.530081,6
Friday,Afternoon,pelita raya,rappocini,TK,adult,NOV,R3,-5.1496618,119.4349069,3
Thursday,Afternoon,andi mappanyukki,mariso,TK,adult,LK,R3,-5.156363,119.4149266,3
Friday,Morning,inspeksi kanal,manggala,TL,NOV,LK,R3,-5.1656385,119.466649,4
Friday,Afternoon,tamangapa raya,manggala,TL,NOV,LK,R2,-5.1767373,119.4843844,6
Friday,Night,jenderal sudirman,ujung pandang,TK,adult,LK,R3,-5.1346761,119.4138163,3
Saturday,Night,ujung pandang baru,tallo,TK,adult,NOV,R2,-5.11907695,119.436541106339,7
Saturday,Evening,amd,manggala,TM,adolescent,LK,R2,-5.1771302,119.4873981,0
Sunday,Night,kajoalalido,ujung pandang,TK,adolescent,LK,R2,-5.1349231,119.4105422,11
Friday,Evening,paccerakkang,biringkanaya,TL,NOV,NOV,R2,-5.1130349,119.5128407,10
Saturday,Morning,laikang,biringkanaya,TM,adult,NOV,R2,-5.103716,119.5371947,8
Thursday,Morning,perintis kemerdekaan,biringkanaya,TK,adult,NOV,R3,-5.0934582,119.5134093,8
Tuesday,Evening,perintis kemerdekaan,tamalanrea,TK,adult,LK,R2,-5.1257155,119.5040112,7
Thursday,Afternoon,datuk ribandang,tallo,TK,adult,LK,R2,-5.1288411,119.4304187,7
Friday,Afternoon,sam ratulangi,mamajang,TK,adolescent,LK,R2,-5.1520498,119.4160523,11
Friday,Morning,insinyur sutami,biringkanaya,TK,adolescent,PR,R6,-5.078346,119.5071711,6
Friday,Afternoon,arief rate,ujung pandang,TK,adult,LK,R2,-5.14495,119.4125725,7
Friday,Morning,laiya,bontoala,TL,NOV,LK,R2,-5.1300329,119.4170429,4
Saturday,Afternoon,urip sumuharjo,panakkukang,TK,adult,NOV,R2,-5.1348243,119.4316818,7
Saturday,Night,insinyur sutami,tamalanrea,TK,adolescent,LK,R2,-5.1034072,119.4572411,11
Friday,Afternoon,tupai,mamajang,TK,adult,LK,R2,-5.1604904,119.4202026,7
Sunday,Evening,perintis kemerdekaan,tamalanrea,TL,NOV,LK,R3,-5.1257155,119.5040112,6
Sunday,Afternoon,metro tanjung bunga,ujung pandang,T,adult,LK,R3,-5.1475336,119.4084278,3
Tuesday,Morning,penghibur,ujung pandang,T,adult,LK,R2,-5.1438068,119.4081433,8
Tuesday,Afternoon,daeng tata raya,tamalate,TM,adult,PR,R2,-5.1850019,119.423432,6
Monday,Evening,saripah raya,panakkukang,T,adult,PR,R2,-5.1497146,119.4494568,6
Wednesday,Night,penghibur,ujung pandang,TK,adolescent,LK,R2,-5.1438068,119.4081433,11
Tuesday,Evening,gunung bawakaraeng,ujung pandang,TL,NOV,LK,R2,-5.1356777,119.415913,6
Wednesday,Night,veteran utara,makassar,TL,NOV,LK,R3,-5.1407973,119.4239945,2
Thursday,Morning,pajaiang,biringkanaya,T,adult,LK,R2,-5.1098182,119.5173596,8
Tuesday,Night,perintis kemerdekaan,tamalanrea,TL,NOV,LK,R3,-5.1257155,119.5040112,2
Friday,Morning,urip sumuharjo,panakkukang,TL,NOV,NOV,R10,-5.1348243,119.4316818,9
Thursday,Morning,abdullah daeng sirua,panakkukang,TL,NOV,LK,R3,-5.1513443,119.4494392,4
Friday,Morning,karunrung,ujung pandang,TK,adult,LK,R3,-5.1448851,119.4127054,8
Thursday,Afternoon,mesjid raya,makassar,TM,adult,PR,R2,-5.1334076,119.4273561,6
Sunday,Evening,perintis kemerdekaan,biringkanaya,TM,adult,NOV,R3,-5.0934582,119.5134093,6
Saturday,Morning,sam ratulangi,mariso,TL,NOV,LK,R3,-5.1545546,119.4162759,4
Sunday,Night,penghibur,ujung pandang,TM,adolescent,LK,R2,-5.1438068,119.4081433,0
Sunday,Morning,arief rate,ujung pandang,T,adolescent,LK,R2,-5.14495,119.4125725,1
Saturday,Morning,pajukukang,tamalate,TL,NOV,LK,R2,-5.2122412,119.3872214,4
Monday,Afternoon,manyikkoaya,biringkanaya,OC,adult,LK,R2,-5.0770234,119.530081,7
Saturday,Night,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R2,-5.0934582,119.5134093,11
Tuesday,Evening,kajoalalido,ujung pandang,TK,adolescent,LK,R2,-5.1349231,119.4105422,11
Saturday,Evening,gunung bawakaraeng,bontoala,TL,NOV,LK,R2,-5.1354412,119.4177503,6
Monday,Afternoon,urip sumuharjo,panakkukang,TL,NOV,LK,R3,-5.1348243,119.4316818,6
Tuesday,Afternoon,rappocini raya,rappocini,TK,adolescent,NOV,R2,-5.1585335,119.4337899,0
Tuesday,Afternoon,tamalanrea jaya,tamalanrea,TL,NOV,LK,R2,-5.1316092,119.5005249,6
Monday,Morning,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0934582,119.5134093,8
Tuesday,Afternoon,ujung bor,manggala,TL,NOV,LK,R2,-5.1656257,119.5074161,6
Sunday,Night,abdullah daeng sirua,panakkukang,TL,NOV,NOV,R2,-5.1513443,119.4494392,10
Tuesday,Afternoon,profesor abdurrahman basalamah,panakkukang,TL,NOV,LK,R3,-5.1471505,119.4492661,6
Wednesday,Afternoon,sam ratulangi,mamajang,TK,adult,NOV,R2,-5.1520498,119.4160523,7
Thursday,Evening,insinyur sutami,biringkanaya,T,adult,PR,R2,-5.078346,119.5071711,6
Thursday,Afternoon,abu bakar lambogo,makassar,OC,adult,LK,R2,-5.1444266,119.4314297,7
Friday,Evening,gunung bawakaraeng,makassar,TK,adolescent,LK,R3,-5.1356777,119.415913,11
Thursday,Night,sultan alauddin,rappocini,TL,NOV,LK,R3,-5.1847014,119.4408542,2
Friday,Afternoon,pajukukang,tamalate,T,adult,LK,R2,-5.2122412,119.3872214,7
Friday,Night,andi pangerang pettarani,rappocini,TK,adolescent,LK,R2,-5.1565899,119.4369069,11
Friday,Morning,boulevard,panakkukang,TM,adult,LK,R2,-5.1567107,119.4462122,8
Thursday,Night,karaeng bonto tangga,rappocini,TK,adolescent,LK,R2,-5.1802902,119.4489384,11
Thursday,Night,btn mangga iii,biringkanaya,TK,adolescent,LK,R3,-5.1245591,119.5226609,11
Friday,Afternoon,nuri,mariso,TK,adult,LK,R2,-5.1613624,119.4092236,7
Sunday,Morning,tinumbu,bontoala,TK,adolescent,LK,R2,-5.126371,119.418844,5
Saturday,Afternoon,manuruki raya,tamalate,TL,NOV,LK,R2,-5.1764806,119.4291269,6
Monday,Morning,sawerigading,ujung pandang,TK,adult,NOV,R3,-5.1408703,119.4127661,8
Saturday,Evening,boulevard,panakkukang,TK,adult,LK,R3,-5.1567107,119.4462122,7
Saturday,Evening,boulevard,panakkukang,TK,adolescent,LK,R2,-5.1567107,119.4462122,11
Tuesday,Morning,tala' salapang,rappocini,T,adult,LK,R2,-5.1816916,119.442485,8
Thursday,Night,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112,10
Saturday,Afternoon,insinyur sutami,tamalanrea,OC,adult,LK,R2,-5.1034072,119.4572411,7
Saturday,Afternoon,perintis kemerdekaan,tamalanrea,OC,adult,NOV,R2,-5.1257155,119.5040112,6
Saturday,Afternoon,tamangapa raya,manggala,TK,child,LK,R2,-5.1767373,119.4843844,7
Sunday,Afternoon,letjen hertasning,rappocini,TL,NOV,NOV,R3,-5.1615805,119.4360696,2
Monday,Morning,sultan alauddin,tamalate,TL,NOV,LK,R2,-5.1740774,119.4312419,4
Sunday,Afternoon,metro tanjung bunga,tamalate,TL,NOV,PR,R2,-5.1661576,119.3917443,10
Tuesday,Morning,metro tanjung bunga,tamalate,TL,NOV,PR,R2,-5.1661576,119.3917443,4
Thursday,Afternoon,veteran selatan,makassar,TL,NOV,NOV,R2,-5.1673416,119.4198624,10
Tuesday,Afternoon,tupai,mamajang,TL,NOV,NOV,R3,-5.1604904,119.4202026,2
Wednesday,Afternoon,thamrin,ujung pandang,TK,adult,LK,R3,-5.1366805,119.4082321,3
Tuesday,Morning,urip sumuharjo,panakkukang,TL,NOV,NOV,R3,-5.1348243,119.4316818,9
Wednesday,Morning,urip sumuharjo,panakkukang,OC,adolescent,NOV,R2,-5.1348243,119.4316818,1
Monday,Morning,daeng tata raya,tamalate,TL,NOV,NOV,R2,-5.1850019,119.423432,4
Thursday,Morning,sultan alauddin,rappocini,TL,NOV,NOV,R3,-5.1847014,119.4408542,9
Wednesday,Afternoon,andi pangerang pettarani,rappocini,TK,adolescent,LK,R3,-5.1565899,119.4369069,7
Wednesday,Evening,pajaiang,biringkanaya,TK,adult,LK,R2,-5.1098182,119.5173596,7
Wednesday,Night,daeng tata raya i,tamalate,TL,NOV,LK,R3,-5.1850019,119.423432,2
Monday,Morning,cendrawasih,mariso,TK,adult,LK,R3,-5.1552795,119.4122605,8
Friday,Evening,laikang,biringkanaya,T,adult,PR,R2,-5.103716,119.5371947,6
Thursday,Evening,pajaiang,biringkanaya,TL,NOV,LK,R3,-5.1098182,119.5173596,6
Friday,Morning,poros asrama haji,biringkanaya,T,adult,LK,R2,-5.0861926,119.5360459,8
Sunday,Morning,cendrawasih,mariso,TK,adolescent,LK,R2,-5.1552795,119.4122605,5
Sunday,Morning,cendrawasih,mariso,TK,adolescent,LK,R3,-5.1552795,119.4122605,7
Friday,Afternoon,daeng tata raya,tamalate,TK,adult,NOV,R3,-5.1850019,119.423432,3
Friday,Afternoon,suka maju 5,panakkukang,TK,adolescent,NOV,R2,-5.1405847,119.4434885,0
Monday,Afternoon,lanto daeng pasewang,mamajang,TK,adolescent,LK,R2,-5.15203,119.4188561,11
Saturday,Afternoon,nipa nipa,manggala,TK,adult,PR,R3,-5.1624763,119.5003181,3
Sunday,Afternoon,malengkeri,tamalate,TL,NOV,PR,R2,-5.1875239,119.4339559,10
Monday,Afternoon,perintis kemerdekaan,tamalanrea,TK,adolescent,PR,R2,-5.1257155,119.5040112,0
Sunday,Evening,toddopuli raya timur,panakkukang,TL,NOV,LK,R2,-5.1619436,119.4574242,6
Tuesday,Night,pandang raya,panakkukang,TM,adult,NOV,R2,-5.1583119,119.451562,6
Monday,Night,sultan alauddin,rappocini,TK,adolescent,LK,R3,-5.1847014,119.4408542,11
Sunday,Afternoon,abdullah daeng sirua,panakkukang,TL,NOV,PR,R2,-5.1513443,119.4494392,10
Tuesday,Morning,monumen emmy saelan,rappocini,TM,adult,LK,R2,-5.1716927,119.4425634,8
Monday,Evening,paccerakkang,biringkanaya,OC,adult,LK,R2,-5.1130349,119.5128407,1
Wednesday,Morning,sultan abdullah ii,tallo,TM,child,NOV,R2,-5.1037126,119.4396863,4
Wednesday,Evening,perintis kemerdekaan,biringkanaya,TK,adolescent,NOV,R2,-5.0934582,119.5134093,0
Tuesday,Morning,perintis kemerdekaan,tamalanrea,TK,adult,NOV,R2,-5.1257155,119.5040112,8
Wednesday,Morning,letjen hertasning,rappocini,TK,adolescent,LK,R2,-5.1615805,119.4360696,5
Thursday,Night,cendrawasih,mariso,OC,adolescent,LK,R2,-5.1552795,119.4122605,0
Friday,Morning,boulevard,panakkukang,TL,NOV,PR,R3,-5.1567107,119.4462122,9
Wednesday,Afternoon,daeng tata raya i,tamalate,TL,NOV,LK,R3,-5.1850019,119.423432,2
Thursday,Afternoon,toddopuli x,manggala,TL,NOV,LK,R3,-5.165915,119.4564492,6
Saturday,Afternoon,insinyur sutami,tamalanrea,TK,adult,LK,R6,-5.1034072,119.4572411,3
Sunday,Afternoon,pate'ne,biringkanaya,TL,NOV,LK,R2,-5.06773,119.5142703,6
Saturday,Night,toddopuli v,panakkukang,TK,adolescent,LK,R2,-5.1601212,119.4537414,11
Saturday,Morning,antang raya,manggala,TL,NOV,PR,R2,-5.1602384,119.4774127,4
Monday,Morning,pannampu,tallo,TL,NOV,LK,R2,-5.1176851,119.4314582,4
Monday,Afternoon,perintis kemerdekaan,tamalanrea,TK,adult,LK,R2,-5.1257155,119.5040112,7
Friday,Afternoon,andalas,bontoala,TL,NOV,LK,R3,-5.1268592,119.4185753,6
Tuesday,Evening,somba opu,ujung pandang,TL,NOV,LK,R2,-5.1429266,119.4079864,6
Friday,Afternoon,haji bau,mariso,TL,NOV,NOV,R3,-5.1484649,119.4130795,2
Saturday,Night,tol reformasi,tamalanrea,T,adult,LK,R3,-5.1100702,119.4431215,3
Wednesday,Night,urip sumuharjo,panakkukang,TK,adult,PR,R3,-5.1348243,119.4316818,3
Wednesday,Night,batua raya,panakkukang,TK,adult,LK,R2,-5.1495527,119.460578,7
Monday,Afternoon,gunung bulusaraung,ujung pandang,TL,NOV,NOV,R3,-5.132311,119.416033,2
Thursday,Afternoon,yusuf dg. ngawing,rappocini,OC,adult,LK,R2,-5.1659631,119.4372775,7
Wednesday,Evening,urip sumuharjo,panakkukang,TL,NOV,LK,R2,-5.1348243,119.4316818,6
Tuesday,Morning,urip sumuharjo,makassar,TL,NOV,LK,R2,-5.1348243,119.4316818,4
Saturday,Afternoon,urip sumuharjo,panakkukang,TM,adult,LK,R2,-5.1348243,119.4316818,7
Saturday,Morning,andi pangerang pettarani,panakkukang,TM,child,NOV,R2,-5.1521953,119.4374749,4
Friday,Night,muh. tahir,tamalate,TK,adult,LK,R2,-5.1755446,119.4173674,7
Friday,Evening,perintis kemerdekaan,tamalanrea,TM,adolescent,NOV,R2,-5.1257155,119.5040112,0
Friday,Evening,sam ratulangi,mariso,TK,adolescent,NOV,R2,-5.1545546,119.4162759,0
Saturday,Afternoon,perintis kemerdekaan,tamalanrea,TK,adult,LK,R2,-5.1257155,119.5040112,7
Friday,Evening,insinyur sutami,biringkanaya,TL,NOV,LK,R2,-5.078346,119.5071711,6
Saturday,Afternoon,perjanjian bungaya,tamalate,TK,adolescent,LK,R2,-5.2090132,119.3911307,11
Saturday,Evening,andi pangerang pettarani,panakkukang,TK,adolescent,PR,R2,-5.1521953,119.4374749,0
Sunday,Afternoon,kotipa raya,biringkanaya,TL,NOV,LK,R2,-5.132199,119.5260262,6
Saturday,Afternoon,perintis kemerdekaan,tamalanrea,TK,adult,LK,R2,-5.1257155,119.5040112,7
Sunday,Afternoon,metro tanjung bunga,tamalate,TL,NOV,NOV,R2,-5.1661576,119.3917443,10
Tuesday,Evening,bumi raya,rappocini,OC,adolescent,LK,R2,-5.1850375,119.4411011,0
Wednesday,Evening,ampera,mariso,TL,NOV,LK,R2,-5.1509903,119.4098066,6
Thursday,Morning,veteran selatan,mamajang,TL,NOV,LK,R2,-5.1671547,119.419923,4
Wednesday,Evening,pengayoman,panakkukang,TK,adult,LK,R2,-5.1579465,119.4384455,7
Friday,Morning,insinyur sutami,tallo,TM,adult,LK,R3,-5.1150772,119.4212502,8
Wednesday,Evening,gunung salahutu,makassar,TL,NOV,PR,R2,-5.1412436,119.4218896,10
Saturday,Morning,rajawali,mariso,TL,NOV,PR,R3,-5.1487498,119.4096122,9
Friday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,LK,R3,-5.1257155,119.5040112,4
Saturday,Afternoon,maccini gusung,makassar,TM,adult,LK,R3,-5.1376165,119.4269087,3
Sunday,Morning,botolempangan,ujung pandang,TK,adolescent,LK,R2,-5.1419956,119.4120218,5
Saturday,Morning,perintis kemerdekaan,biringkanaya,T,adult,LK,R2,-5.0934582,119.5134093,8
Sunday,Night,sultan alauddin,rappocini,TL,NOV,LK,R2,-5.1847014,119.4408542,6
Sunday,Afternoon,galangan kapal,tallo,TK,adult,LK,R2,-5.1116901,119.4310929,7
Sunday,Night,metro tanjung bunga,tamalate,T,adolescent,NOV,R3,-5.1661576,119.3917443,0
Monday,Afternoon,sultan abdullah i,tallo,TM,adolescent,LK,R2,-5.1037126,119.4396863,0
Tuesday,Morning,sultan alauddin,tamalate,TK,adolescent,PR,R2,-5.1740774,119.4312419,1
Tuesday,Evening,urip sumuharjo,panakkukang,TB,adult,NOV,R3,-5.1348243,119.4316818,3
Wednesday,Evening,veteran utara,bontoala,TK,adolescent,LK,R2,-5.1407973,119.4239945,11
Tuesday,Afternoon,urip sumuharjo,panakkukang,TK,adolescent,LK,R2,-5.1348243,119.4316818,11
Tuesday,Morning,perintis kemerdekaan,tamalanrea,TK,adolescent,LK,R2,-5.1257155,119.5040112,5
Wednesday,Morning,g. batu putih,makassar,TK,adolescent,LK,R3,-5.1468769,119.4185684,7
Thursday,Afternoon,profesor abdurrahman basalamah,panakkukang,TK,adolescent,LK,R3,-5.1471505,119.4492661,7
Wednesday,Afternoon,perintis kemerdekaan,tamalanrea,TK,adolescent,LK,R3,-5.1257155,119.5040112,7
Thursday,Morning,lanraki,biringkanaya,TK,adult,LK,R3,-5.1225935,119.5149207,8
Thursday,Evening,tinumbu,tallo,TM,adolescent,LK,R2,-5.1168956,119.4218884,0
Tuesday,Afternoon,onta lama,mamajang,T,adult,LK,R2,-5.1572318,119.4206192,7
Friday,Afternoon,urip sumuharjo,panakkukang,TK,adolescent,NOV,R2,-5.1348243,119.4316818,0
Friday,Afternoon,andi mappaodang,tamalate,TK,adolescent,LK,R2,-5.1732205,119.4158686,11
Saturday,Afternoon,urip sumuharjo,panakkukang,TL,NOV,LK,R2,-5.1348243,119.4316818,6
Friday,Morning,urip sumuharjo,panakkukang,TL,NOV,NOV,R2,-5.1348243,119.4316818,4
Sunday,Morning,kerung-kerung,makassar,T,adult,LK,R2,-5.1402144,119.4257998,8
Friday,Afternoon,raya baruga,manggala,TL,NOV,NOV,R2,-5.1575692,119.4861494,10
Friday,Afternoon,boulevard,panakkukang,TK,adolescent,PR,R2,-5.1567107,119.4462122,0
Saturday,Morning,nuri baru,mariso,TL,NOV,LK,R2,-5.1676353,119.4072099,4
Thursday,Afternoon,galangan kapal,tallo,TM,adolescent,LK,R2,-5.1116901,119.4310929,0
Monday,Morning,datuk ditiro,tallo,TK,child,LK,R2,-5.1272385,119.431099,1
Monday,Evening,teuku umar raya,tallo,TK,adolescent,LK,R2,-5.1121916,119.4416344,11
Monday,Afternoon,perintis kemerdekaan,biringkanaya,TL,NOV,LK,R2,-5.0934582,119.5134093,6
Monday,Afternoon,urip sumuharjo,panakkukang,TK,adolescent,LK,R2,-5.1348243,119.4316818,11
Tuesday,Afternoon,veteran selatan,mamajang,TM,adult,LK,R2,-5.1671547,119.419923,7
Tuesday,Morning,insinyur sutami,tamalanrea,TK,adult,LK,R2,-5.1034072,119.4572411,8
Tuesday,Morning,perintis kemerdekaan,tamalanrea,T,adult,LK,R3,-5.1257155,119.5040112,8
Thursday,Afternoon,andi pangerang pettarani,panakkukang,TK,adolescent,LK,R3,-5.1521953,119.4374749,7
Wednesday,Afternoon,boulevard,panakkukang,TL,NOV,LK,R3,-5.1567107,119.4462122,2
Wednesday,Morning,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0934582,119.5134093,8
Wednesday,Night,insinyur sutami,biringkanaya,TL,NOV,NOV,R2,-5.078346,119.5071711,10
Thursday,Night,urip sumuharjo,panakkukang,TL,NOV,LK,R2,-5.1348243,119.4316818,6
Thursday,Night,andi pangerang pettarani,rappocini,OC,adolescent,LK,R2,-5.1565899,119.4369069,0
Thursday,Night,serigala,mamajang,T,adult,LK,R2,-5.1607129,119.4210329,7
Thursday,Morning,g. batu putih,ujung pandang,TK,adult,NOV,R3,-5.1468769,119.4185684,8
Saturday,Evening,bali,wajo,TK,adult,LK,R2,-4.1344172,120.0316085,7
Saturday,Evening,malengkeri,tamalate,TB,adolescent,NOV,R2,-5.1875239,119.4339559,0
Saturday,Afternoon,veteran selatan,mamajang,TK,adult,LK,R2,-5.1671547,119.419923,7
Sunday,Afternoon,bulukunyi,makassar,TK,adult,NOV,R3,-5.1462898,119.421436,3
Friday,Morning,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R2,-5.0934582,119.5134093,5
Saturday,Evening,tamangapa raya,manggala,TK,adult,PR,R2,-5.1767373,119.4843844,7
Saturday,Afternoon,kapasa raya,biringkanaya,TK,adult,PR,R2,-5.1127455,119.5090435,7
Monday,Afternoon,gatot subroto,tallo,TK,child,NOV,R10,-5.1182406,119.4349653,7
Saturday,Evening,perintis kemerdekaan,tamalanrea,T,adolescent,NOV,R2,-5.1257155,119.5040112,0
Monday,Afternoon,satelit i,biringkanaya,TK,adult,LK,R2,-5.1290339,119.510128,7
Tuesday,Afternoon,metro tanjung bunga,tamalate,T,adult,NOV,R2,-5.1661576,119.3917443,6
Tuesday,Afternoon,perintis kemerdekaan,tamalanrea,TK,adult,NOV,R2,-5.1257155,119.5040112,7
Saturday,Evening,perintis kemerdekaan,biringkanaya,T,adult,NOV,R2,-5.0934582,119.5134093,6
Tuesday,Morning,galangan kapal,tallo,TK,adult,NOV,R2,-5.1116901,119.4310929,8
Tuesday,Afternoon,beruang,mamajang,TK,adult,LK,R3,-5.1590826,119.4194081,3
Monday,Evening,perintis kemerdekaan,biringkanaya,TM,adolescent,LK,R2,-5.0934582,119.5134093,0
Thursday,Morning,sungai saddang baru,rappocini,TK,adolescent,LK,R2,-5.1485252,119.4311909,5
Wednesday,Night,sultan alauddin,rappocini,TM,adult,LK,R6,-5.1847014,119.4408542,3
Thursday,Morning,gunung bulusaraung,ujung pandang,TK,adult,LK,R2,-5.132311,119.416033,8
Wednesday,Morning,pajaiang,biringkanaya,TK,adult,PR,R3,-5.1098182,119.5173596,8
Monday,Afternoon,urip sumuharjo,panakkukang,TK,adult,LK,R2,-5.1348243,119.4316818,7
Friday,Night,nuri,mariso,TK,adult,LK,R3,-5.1613624,119.4092236,3
Sunday,Morning,urip sumuharjo,panakkukang,TL,NOV,NOV,R2,-5.1348243,119.4316818,4
Sunday,Afternoon,letjen hertasning,rappocini,TL,NOV,NOV,R3,-5.1615805,119.4360696,2
Monday,Night,sam ratulangi,ujung pandang,TM,adult,LK,R3,-5.1520498,119.4160523,3
Saturday,Evening,kawasan pergudangan parangloe indah,tamalanrea,T,adolescent,PR,R2,-5.0984447,119.4908881,0
Saturday,Afternoon,monumen emmy saelan,rappocini,TL,NOV,PR,R3,-5.1716927,119.4425634,2
Monday,Morning,urip sumuharjo,panakkukang,TM,adult,PR,R2,-5.1348243,119.4316818,8
Friday,Evening,nikel raya,rappocini,TL,NOV,LK,R3,-5.153695,119.4366357,6
Sunday,Night,ujung bor,manggala,TK,adolescent,NOV,R2,-5.1656257,119.5074161,0
Sunday,Morning,urip sumuharjo,panakkukang,TK,adolescent,LK,R2,-5.1348243,119.4316818,5
Saturday,Night,urip sumuharjo,panakkukang,TL,NOV,PR,R2,-5.1348243,119.4316818,10
Tuesday,Afternoon,tamalate i,rappocini,TL,NOV,LK,R2,-5.1675882,119.4479146,6
Wednesday,Night,perintis kemerdekaan,biringkanaya,TL,NOV,LK,R3,-5.0934582,119.5134093,2
Tuesday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adult,NOV,R3,-5.0934582,119.5134093,3
Tuesday,Afternoon,sanrangan,biringkanaya,T,child,NOV,R2,-5.104958,119.5151185,6
Wednesday,Night,galangan kapal,tallo,TL,NOV,NOV,R2,-5.1116901,119.4310929,10
Wednesday,Morning,maccini kidul,makassar,TM,adult,LK,R3,-5.1382583,119.4289519,8
Wednesday,Afternoon,andalas,bontoala,TL,NOV,LK,R3,-5.1268592,119.4185753,2
Thursday,Afternoon,sunu,tallo,TK,adolescent,PR,R2,-5.1247334,119.4296097,0
Friday,Night,gunung latimojong,bontoala,TK,adolescent,LK,R2,-5.1405404,119.4208275,11
Thursday,Evening,urip sumuharjo,panakkukang,TM,adolescent,LK,R2,-5.1348243,119.4316818,0
Friday,Afternoon,metro tanjung bunga,tamalate,TK,adolescent,LK,R2,-5.1661576,119.3917443,11
Saturday,Morning,gunung bawakaraeng,makassar,TM,adult,LK,R2,-5.1356777,119.415913,8
Saturday,Evening,perintis kemerdekaan,tamalanrea,TK,adult,PR,R3,-5.1257155,119.5040112,3
Friday,Morning,goa ria,biringkanaya,TK,adult,NOV,R2,-5.0818045,119.5243856,8
Sunday,Evening,sam ratulangi,mamajang,TK,adult,LK,R3,-5.1520498,119.4160523,3
Friday,Morning,penghibur,ujung pandang,TK,adult,LK,R2,-5.1438068,119.4081433,8
