NO,HARI,TGL,JAM,JALAN,KECAMATAN,JENIS KECELAKAAN,UMUR,JENIS KELAMIN,KENDARAAN TERSANGKA
2983,Saturday,6/29/2019,8:30, Laikang,Biringkanaya,TM,adult,NOV,R2
2984,Thursday,1/2/2020,10:00, Perintis Kemerdekaan,Biringkanaya,TK,adult,NOV,R3
2985,Tuesday,1/7/2020,21:30, Perintis Kemerdekaan,Tamalanrea,TK,adult,LK,R2
2986,Thursday,1/9/2020,15:30, Datuk Ribandang,Tallo,TK,adult,LK,R2
2987,Friday,1/10/2020,16:00, Sam Ratulangi,Mamajang,TK,adolescent,LK,R2
2988,Friday,1/10/2020,8:15, Insinyur Sutami,Biringkanaya,TK,adolescent,PR,R6
2989,Friday,1/10/2020,12:20, Arief Rate,Ujung Pandang,TK,adult,LK,R2
2990,Friday,1/10/2020,8:00, Laiya,Bontoala,TL,NOV,LK,R2
2991,Saturday,1/11/2020,14:30,Urip Sumuharjo,Panakkukang,TK,adult,NOV,R2
2992,Saturday,1/11/2020,4:30, Insinyur Sutami,Tamalanrea,TK,adolescent,LK,R2
2993,Friday,1/10/2020,16:30, Tupai,Mamajang,TK,adult,LK,R2
2994,Sunday,1/12/2020,22:00, Perintis Kemerdekaan,Tamalanrea,TL,NOV,LK,R3
2995,Sunday,1/12/2020,14:30, Metro Tanjung Bunga,Ujung Pandang,T,adult,LK,R3
2996,Tuesday,1/14/2020,6:30, Penghibur,Ujung Pandang,T,adult,LK,R2
2997,Tuesday,1/14/2020,15:30, Daeng Tata Raya,Tamalate,TM,adult,PR,R2
2998,Monday,1/13/2020,20:00, Saripah Raya,Panakkukang,T,adult,PR,R2
2999,Wednesday,1/15/2020,1:30, Penghibur,Ujung Pandang,TK,adolescent,LK,R2
3000,Tuesday,1/14/2020,13:30, Dg. Ramang,Biringkanaya,TK,adolescent,LK,R2
3001,Tuesday,1/14/2020,19:10, Gunung Bawakaraeng,Ujung Pandang,TL,NOV,LK,R2
3002,Wednesday,1/15/2020,3:40, Veteran Utara,Makassar,TL,NOV,LK,R3
3003,Thursday,1/16/2020,9:00, Pajaiang,Biringkanaya,T,adult,LK,R2
3004,Tuesday,1/14/2020,23:30, Perintis Kemerdekaan,Tamalanrea,TL,NOV,LK,R3
3005,Friday,1/17/2020,6:20,Urip Sumuharjo,Panakkukang,TL,NOV,NOV,R10
3006,Thursday,1/16/2020,6:30, Abdullah Daeng Sirua,Panakkukang,TL,NOV,LK,R3
3007,Friday,1/17/2020,6:30, Karunrung,Ujung Pandang,TK,adult,LK,R3
3008,Thursday,1/16/2020,17:30, Mesjid Raya,Makassar,TM,adult,PR,R2
3009,Sunday,1/19/2020,19:40, Perintis Kemerdekaan,Biringkanaya,TM,adult,NOV,R3
3010,Saturday,1/18/2020,8:00, Sam Ratulangi,Mariso,TL,NOV,LK,R3
3011,Sunday,1/19/2020,3:00, Penghibur,Ujung Pandang,TM,adolescent,LK,R2
3012,Sunday,1/19/2020,5:00, Arief Rate,Ujung Pandang,T,adolescent,LK,R2
3013,Saturday,1/18/2020,10:00, Pajukukang,Tamalate,TL,NOV,LK,R2
3014,Monday,1/20/2020,15:00, Manyikkoaya,Biringkanaya,OC,adult,LK,R2
3015,Saturday,1/18/2020,2:30, Perintis Kemerdekaan,Biringkanaya,TK,adolescent,LK,R2
3016,Tuesday,1/21/2020,20:40, Kajoalalido,Ujung Pandang,TK,adolescent,LK,R2
3017,Saturday,1/18/2020,22:00, Gunung Bawakaraeng,Bontoala,TL,NOV,LK,R2
3018,Monday,1/20/2020,16:30,Urip Sumuharjo,Panakkukang,TL,NOV,LK,R3
3019,Tuesday,1/21/2020,14:30, Rappocini Raya,Rappocini,TK,adolescent,NOV,R2
3020,Tuesday,1/14/2020,14:00, Tamalanrea Jaya,Tamalanrea,TL,NOV,LK,R2
3021,Monday,1/20/2020,10:00, Perintis Kemerdekaan,Biringkanaya,TK,adult,LK,R2
3022,Tuesday,1/21/2020,17:15, Ujung Bor,Manggala,TL,NOV,LK,R2
3023,Sunday,1/19/2020,23:30, Abdullah Daeng Sirua,Panakkukang,TL,NOV,NOV,R2
3024,Tuesday,1/14/2020,17:09, Profesor Abdurrahman Basalamah,Panakkukang,TL,NOV,LK,R3
3025,Wednesday,1/22/2020,15:00, Sam Ratulangi,Mamajang,TK,adult,NOV,R2
3026,Thursday,1/23/2020,22:00, Insinyur Sutami,Biringkanaya,T,adult,PR,R2
3027,Thursday,1/23/2020,14:00, Abu Bakar Lambogo,Makassar,OC,adult,LK,R2
3028,Friday,1/11/2019,20:30, Gunung Bawakaraeng,Makassar,TK,adolescent,LK,R3
3029,Thursday,1/23/2020,3:30, Sultan Alauddin,Rappocini,TL,NOV,LK,R3
3030,Friday,8/9/2019,17:00, Pajukukang,Tamalate,T,adult,LK,R2
3031,Friday,1/24/2020,3:30,ANDI PANGERANG PETTARANI,Rappocini,TK,adolescent,LK,R2
3032,Friday,1/24/2020,9:30, Boulevard,Panakkukang,TM,adult,LK,R2
3033,Thursday,1/23/2020,23:00, Karaeng Bonto Tangga,Rappocini,TK,adolescent,LK,R2
3034,Sunday,1/26/2020,17:45, Dg. Ramang,Biringkanaya,TK,adolescent,LK,R2
3035,Thursday,1/23/2020,23:30, BTN Mangga III,Biringkanaya,TK,adolescent,LK,R3
3036,Friday,1/24/2020,16:40, Nuri,Mariso,TK,adult,LK,R2
3037,Sunday,1/26/2020,9:40,Tinumbu,Bontoala,TK,adolescent,LK,R2
3038,Saturday,1/18/2020,15:00, Manuruki Raya,Tamalate,TL,NOV,LK,R2
3039,Monday,1/27/2020,7:25, Sawerigading,Ujung Pandang,TK,adult,NOV,R3
3040,Saturday,1/25/2020,18:00, Boulevard,Panakkukang,TK,adult,LK,R3
3041,Saturday,1/25/2020,22:00, Boulevard,Panakkukang,TK,adolescent,LK,R2
3042,Tuesday,1/21/2020,11:00, Tala' salapang,Rappocini,T,adult,LK,R2
3043,Thursday,1/23/2020,0:00, Perintis Kemerdekaan,Tamalanrea,TL,NOV,NOV,R2
3044,Saturday,1/25/2020,13:00, Insinyur Sutami,Tamalanrea,OC,adult,LK,R2
3045,Saturday,1/25/2020,17:00, Perintis Kemerdekaan,Tamalanrea,OC,adult,NOV,R2
3046,Saturday,1/25/2020,16:35, Tamangapa Raya,Manggala,TK,child,LK,R2
3047,Sunday,1/26/2020,16:22, Letjen Hertasning,Rappocini,TL,NOV,NOV,R3
3048,Monday,1/27/2020,7:30, Sultan Alauddin,Tamalate,TL,NOV,LK,R2
3049,Sunday,1/26/2020,17:30, Metro Tanjung Bunga,Tamalate,TL,NOV,PR,R2
3050,Tuesday,1/28/2020,7:30, Metro Tanjung Bunga,Tamalate,TL,NOV,PR,R2
3051,Thursday,1/23/2020,17:05, Veteran Selatan,Makassar,TL,NOV,NOV,R2
3052,Tuesday,1/28/2020,17:30, Tupai,Mamajang,TL,NOV,NOV,R3
3053,Wednesday,1/29/2020,13:00, Thamrin,Ujung Pandang,TK,adult,LK,R3
3054,Tuesday,1/28/2020,6:40,Urip Sumuharjo,Panakkukang,TL,NOV,NOV,R3
3055,Wednesday,1/29/2020,5:00,Urip Sumuharjo,Panakkukang,OC,adolescent,NOV,R2
3056,Monday,1/27/2020,7:35, Daeng Tata Raya,Tamalate,TL,NOV,NOV,R2
3057,Thursday,1/30/2020,5:00, Sultan Alauddin,Rappocini,TL,NOV,NOV,R3
3058,Wednesday,1/29/2020,13:30,ANDI PANGERANG PETTARANI,Rappocini,TK,adolescent,LK,R3
3059,Wednesday,1/29/2020,15:45, Tallasa City,Tamalanrea,TL,NOV,LK,R3
3060,Wednesday,1/29/2020,21:00, Pajaiang,Biringkanaya,TK,adult,LK,R2
3061,Wednesday,1/29/2020,2:00, Daeng Tata Raya I,Tamalate,TL,NOV,LK,R3
3062,Monday,1/27/2020,8:05, Cendrawasih,Mariso,TK,adult,LK,R3
3063,Friday,1/31/2020,18:30, Laikang,Biringkanaya,T,adult,PR,R2
3064,Thursday,1/30/2020,22:00, Pajaiang,Biringkanaya,TL,NOV,LK,R3
3065,Friday,1/31/2020,9:00, Poros Asrama Haji,Biringkanaya,T,adult,LK,R2
3066,Sunday,2/2/2020,8:45, Cendrawasih,Mariso,TK,adolescent,LK,R2
3067,Sunday,2/2/2020,10:00, Cendrawasih,Mariso,TK,adolescent,LK,R3
3068,Friday,1/31/2020,16:30, Daeng Tata Raya,Tamalate,TK,adult,NOV,R3
3069,Friday,1/31/2020,17:30, Suka maju 5,Panakkukang,TK,adolescent,NOV,R2
3070,Monday,2/3/2020,13:15, Lanto Daeng Pasewang,Mamajang,TK,adolescent,LK,R2
3071,Saturday,2/1/2020,16:30, Nipa Nipa,Manggala,TK,adult,PR,R3
3072,Sunday,2/2/2020,17:00, Malengkeri,Tamalate,TL,NOV,PR,R2
3073,Monday,2/3/2020,14:30, Perintis Kemerdekaan,Tamalanrea,TK,adolescent,PR,R2
3074,Sunday,2/2/2020,20:00, Toddopuli Raya Timur,Panakkukang,TL,NOV,LK,R2
3075,Tuesday,2/4/2020,1:30, Pandang Raya,Panakkukang,TM,adult,NOV,R2
3076,Monday,2/3/2020,23:18, Sultan Alauddin,Rappocini,TK,adolescent,LK,R3
3077,Sunday,2/2/2020,16:00, Abdullah Daeng Sirua,Panakkukang,TL,NOV,PR,R2
3078,Tuesday,1/21/2020,7:15, Monumen Emmy Saelan,Rappocini,TM,adult,LK,R2
3079,Monday,2/3/2020,18:00, Paccerakkang,Biringkanaya,OC,adult,LK,R2
3080,Wednesday,2/5/2020,9:06, Sultan Abdullah II,Tallo,TM,child,NOV,R2
3081,Wednesday,2/5/2020,22:20, Perintis Kemerdekaan,Biringkanaya,TK,adolescent,NOV,R2
3082,Tuesday,2/4/2020,8:30, Perintis Kemerdekaan,Tamalanrea,TK,adult,NOV,R2
3083,Wednesday,2/5/2020,7:30, Letjen Hertasning,Rappocini,TK,adolescent,LK,R2
3084,Thursday,2/6/2020,3:28, Cendrawasih,Mariso,OC,adolescent,LK,R2
3085,Friday,2/7/2020,8:30, Boulevard,Panakkukang,TL,NOV,PR,R3
3086,Wednesday,2/5/2020,15:30, Daeng Tata Raya I,Tamalate,TL,NOV,LK,R3
3087,Thursday,2/6/2020,12:00, Toddopuli X,Manggala,TL,NOV,lk,R3
3088,Saturday,2/8/2020,12:00, Insinyur Sutami,Tamalanrea,TK,adult,LK,R6
3089,Sunday,2/9/2020,12:30, Pate'ne,Biringkanaya,TL,NOV,LK,R2
3090,Saturday,2/8/2020,23:25, Toddopuli V,Panakkukang,TK,adolescent,LK,R2
3091,Saturday,2/8/2020,11:00, Antang Raya,Manggala,TL,NOV,PR,R2
3092,Saturday,2/8/2020,8:45, Faisal XVII,Rappocini,TK,adolescent,NOV,R2
3093,Monday,2/10/2020,7:30, Pannampu ,Tallo,TL,NOV,LK,R2
3094,Monday,2/10/2020,14:00, Perintis Kemerdekaan,Tamalanrea,TK,adult,LK,R2
3095,Friday,1/10/2020,12:30, Andalas,Bontoala,TL,NOV,LK,R3
3096,Tuesday,2/11/2020,21:30, Somba Opu,Ujung Pandang,TL,NOV,LK,R2
3097,Friday,2/7/2020,15:30, Haji Bau,Mariso,TL,NOV,NOV,R3
3098,Saturday,1/11/2020,23:30, Tol reformasi,Tamalanrea,T,adult,LK,R3
3099,Wednesday,2/12/2020,4:00,Urip Sumuharjo,Panakkukang,TK,adult,PR,R3
3100,Wednesday,2/12/2020,23:30, Batua Raya,Panakkukang,TK,adult,LK,R2
3101,Monday,2/10/2020,16:15, Gunung Bulusaraung,Ujung Pandang,TL,NOV,NOV,R3
3102,Thursday,2/13/2020,12:30, Yusuf Dg. Ngawing,Rappocini,OC,adult,LK,R2
3103,Wednesday,2/12/2020,18:30,Urip Sumuharjo,Panakkukang,TL,NOV,LK,R2
3104,Tuesday,2/11/2020,9:00,Urip Sumuharjo,Makassar,TL,NOV,LK,R2
3105,Saturday,2/15/2020,13:00,Urip Sumuharjo,Panakkukang,TM,adult,LK,R2
3106,Saturday,2/15/2020,5:30,ANDI PANGERANG PETTARANI,Panakkukang,TM,child,NOV,R2
3107,Friday,2/14/2020,22:00,ANDI PANGERANG PETTARANI,Tamalate,TK,adolescent,LK,R3
3108,Friday,2/14/2020,1:30, Muh. Tahir,Tamalate,TK,adult,LK,R2
3109,Friday,2/14/2020,14:00,ANDI PANGERANG PETTARANI,Tamalate,TK,adult,NOV,R3
3110,Friday,2/14/2020,20:00, Perintis Kemerdekaan,Tamalanrea,TM,adolescent,NOV,R2
3111,Friday,2/14/2020,19:00, Sam Ratulangi,Mariso,TK,adolescent,NOV,R2
3112,Saturday,2/15/2020,14:30, Perintis Kemerdekaan,Tamalanrea,TK,adult,LK,R2
3113,Friday,2/14/2020,18:30, Insinyur Sutami,Biringkanaya,TL,NOV,LK,R2
3114,Saturday,2/15/2020,16:30, Perjanjian Bungaya,Tamalate,TK,adolescent,LK,R2
3115,Saturday,2/15/2020,21:30,ANDI PANGERANG PETTARANI,Panakkukang,TK,adolescent,PR,R2
3116,Sunday,2/16/2020,15:30, Kotipa Raya,Biringkanaya,TL,NOV,LK,R2
3117,Saturday,2/15/2020,16:30, Perintis Kemerdekaan,Tamalanrea,TK,adult,LK,R2
3118,Sunday,2/16/2020,14:45, Metro Tanjung Bunga,Tamalate,TL,NOV,NOV,R2
3119,Tuesday,2/18/2020,19:45,Bumi Raya,Rappocini,OC,adolescent,LK,R2
3120,Wednesday,2/19/2020,21:30, Ampera,Mariso,TL,NOV,LK,R2
3121,Thursday,2/20/2020,7:00, Veteran Selatan,Mamajang,TL,NOV,LK,R2
3122,Wednesday,2/19/2020,18:10, Pengayoman,Panakkukang,TK,adult,LK,R2
3123,Friday,2/21/2020,11:25, Insinyur Sutami,Tallo,TM,adult,LK,R3
3124,Wednesday,2/19/2020,21:15, Gunung Salahutu,Makassar,TL,NOV,PR,R2
3125,Saturday,2/22/2020,5:20, Rajawali,Mariso,TL,NOV,PR,R3
3126,Friday,2/21/2020,7:00, Perintis Kemerdekaan,Tamalanrea,TL,NOV,LK,R3
3127,Saturday,2/22/2020,13:15, Maccini Gusung,Makassar,TM,adult,LK,R3
3128,Sunday,2/23/2020,11:30, Botolempangan,Ujung Pandang,TK,adolescent,LK,R2
3129,Saturday,2/22/2020,10:15, Perintis Kemerdekaan,Biringkanaya,T,adult,LK,R2
3130,Sunday,2/23/2020,1:00, Sultan Alauddin,Rappocini,TL,NOV,LK,R2
3131,Sunday,2/23/2020,17:20, Galangan Kapal,Tallo,TK,adult,LK,R2
3132,Sunday,2/23/2020,1:00,Metro Tanjung Bunga,Tamalate,T,adolescent,NOV,R3
3133,Monday,2/24/2020,11:00,Abd KADIR,Tamalate,TK,adolescent,LK,R3
3134,Monday,2/24/2020,16:00, Sultan Abdullah I,Tallo,TM,adolescent,LK,R2
3135,Tuesday,2/25/2020,8:00, Sultan Alauddin,Tamalate,TK,adolescent,PR,R2
3136,Tuesday,2/25/2020,19:15,Urip Sumuharjo,Panakkukang,TB,adult,NOV,R3
3137,Wednesday,2/26/2020,21:00, Veteran Utara,Bontoala,TK,adolescent,LK,R2
3138,Tuesday,2/25/2020,16:30,Urip Sumuharjo,Panakkukang,TK,adolescent,LK,R2
3139,Tuesday,2/25/2020,8:50, Perintis Kemerdekaan,Tamalanrea,TK,adolescent,LK,R2
3140,Wednesday,2/26/2020,6:15, G. Batu Putih,Makassar,TK,adolescent,LK,R3
3141,Thursday,2/27/2020,14:30, Profesor Abdurrahman Basalamah,Panakkukang,TK,adolescent,LK,R3
3142,Wednesday,2/26/2020,16:00, Perintis Kemerdekaan,Tamalanrea,TK,adolescent,LK,R3
3143,Thursday,2/27/2020,9:30, Lanraki,Biringkanaya,TK,adult,LK,R3
3144,Thursday,2/27/2020,18:50, Tinumbu,Tallo,TM,adolescent,LK,R2
3145,Tuesday,2/25/2020,13:00, Onta Lama,Mamajang,T,adult,LK,R2
3146,Friday,2/28/2020,14:30,Urip Sumuharjo,Panakkukang,TK,adolescent,NOV,R2
3147,Friday,2/28/2020,17:30, Andi Mappaodang,Tamalate,TK,adolescent,LK,R2
3148,Saturday,2/29/2020,12:00,Urip Sumuharjo,Panakkukang,TL,NOV,LK,R2
3149,Friday,2/28/2020,15:30,and kudus,Tamalate,TK,adult,LK,R2
3150,Friday,2/28/2020,8:00,Urip Sumuharjo,Panakkukang,TL,NOV,NOV,R2
3151,Sunday,3/1/2020,5:30, Kerung-Kerung,Makassar,T,adult,LK,R2
3152,Friday,2/28/2020,17:30,Raya Baruga,Manggala,TL,NOV,NOV,R2
3153,Friday,2/28/2020,13:20, Boulevard,Panakkukang,TK,adolescent,PR,R2
3154,Saturday,2/29/2020,7:00, Nuri Baru,Mariso,TL,NOV,LK,R2
3155,Thursday,2/27/2020,15:30, Galangan Kapal,Tallo,TM,adolescent,LK,R2
3156,Monday,3/2/2020,11:00, Datuk Ditiro,Tallo,TK,child,LK,R2
3157,Monday,3/2/2020,19:30, Teuku Umar Raya,Tallo,TK,adolescent,LK,R2
3158,Monday,3/2/2020,14:30, Perintis Kemerdekaan,Biringkanaya,TL,NOV,LK,R2
3159,Monday,3/2/2020,14:30,Urip Sumuharjo,Panakkukang,TK,adolescent,LK,R2
3160,Tuesday,3/3/2020,12:05, Veteran Selatan,Mamajang,TM,adult,LK,R2
3161,Tuesday,3/3/2020,11:05, Insinyur Sutami,Tamalanrea,TK,adult,LK,R2
3162,Tuesday,3/3/2020,8:20, Perintis Kemerdekaan,Tamalanrea,T,adult,LK,R3
3163,Thursday,2/6/2020,17:00,ANDI PANGERANG PETTARANI,Panakkukang,TK,adolescent,LK,R3
3164,Wednesday,3/4/2020,16:00, Boulevard,Panakkukang,TL,NOV,LK,R3
3165,Wednesday,3/4/2020,9:00, Perintis Kemerdekaan,Biringkanaya,TK,adult,LK,R2
3166,Wednesday,3/4/2020,2:00, Insinyur Sutami,Biringkanaya,TL,NOV,NOV,R2
3167,Thursday,3/5/2020,3:15,Urip Sumuharjo,Panakkukang,TL,NOV,LK,R2
3168,Thursday,3/5/2020,4:00,ANDI PANGERANG PETTARANI,Rappocini,OC,adolescent,LK,R2
3169,Thursday,3/5/2020,1:20, Serigala,Mamajang,T,adult,LK,R2
3170,Thursday,3/5/2020,9:30, G. Batu Putih,Ujung Pandang,TK,adult,NOV,R3
3171,Saturday,3/7/2020,21:00, Bali,Wajo,TK,adult,LK,R2
3172,Saturday,3/7/2020,20:30, Malengkeri,Tamalate,TB,adolescent,NOV,R2
3173,Saturday,2/29/2020,17:00, Veteran Selatan,Mamajang,TK,adult,LK,R2
3174,Sunday,3/8/2020,17:30, Bulukunyi,Makassar,TK,adult,NOV,R3
3175,Friday,3/6/2020,6:30, Perintis Kemerdekaan,Biringkanaya,TK,adolescent,LK,R2
3176,Saturday,3/7/2020,18:30, Tamangapa Raya,Manggala,TK,adult,PR,R2
3177,Saturday,3/7/2020,17:45, Kapasa Raya,Biringkanaya,TK,adult,PR,R2
3178,Monday,3/9/2020,17:50, Gatot Subroto,Tallo,TK,child,NOV,Rro
3179,Saturday,3/7/2020,22:00, Perintis Kemerdekaan,Tamalanrea,T,adolescent,NOV,R2
3180,Monday,3/9/2020,16:00, Satelit I,Biringkanaya,TK,adult,LK,R2
3181,Tuesday,3/10/2020,14:30, Metro Tanjung Bunga,Tamalate,T,adult,NOV,R2
3182,Tuesday,3/10/2020,13:00, Perintis Kemerdekaan,Tamalanrea,TK,adult,NOV,R2
3183,Saturday,3/7/2020,20:00, Perintis Kemerdekaan,Biringkanaya,T,adult,NOV,R2
3184,Tuesday,3/10/2020,9:00, Galangan Kapal,Tallo,TK,adult,NOV,R2
3185,Tuesday,3/10/2020,13:00, Beruang,Mamajang,TK,adult,LK,R3
3186,Monday,3/9/2020,22:00, Perintis Kemerdekaan,Biringkanaya,TM,adolescent,LK,R2
3187,Thursday,3/12/2020,7:30, Sungai Saddang Baru,Rappocini,TK,adolescent,LK,R2
3188,Wednesday,3/11/2020,0:30, Sultan Alauddin,Rappocini,TM,adult,LK,R6
3189,Thursday,3/12/2020,7:10, Gunung Bulusaraung,Ujung Pandang,TK,adult,LK,R2
3190,Wednesday,3/11/2020,10:00, Pajaiang,Biringkanaya,TK,adult,PR,R3
3191,Monday,3/9/2020,14:30,Urip Sumuharjo,Panakkukang,TK,adult,LK,R2
3192,Friday,3/13/2020,2:30,ANDI PANGERANG PETTARANI,Tamalate,TK,adolescent,LK,R2
3193,Friday,3/13/2020,23:30, Nuri,Mariso,TK,adult,LK,R3
3194,Friday,3/13/2020,7:00, Cendrawasih,Mamajang,TK,adult,LK,R3
3195,Sunday,3/15/2020,10:00,Urip Sumuharjo,Panakkukang,TL,NOV,NOV,R2
3196,Sunday,3/15/2020,13:45, Letjen Hertasning,Rappocini,TL,NOV,NOV,R3
3197,Monday,3/16/2020,0:11, Sam Ratulangi,Ujung Pandang,TM,adult,LK,R3
3198,Saturday,3/14/2020,19:40,Kawasan Pergudangan Parangloe Indah,Tamalanrea,T,adolescent,PR,R2
3199,Saturday,3/14/2020,13:00, Monumen Emmy Saelan,Rappocini,TL,NOV,PR,R3
3200,Monday,3/16/2020,9:00,Urip Sumuharjo,Panakkukang,TM,adult,PR,R2
3201,Friday,3/13/2020,19:30, Nikel Raya,Rappocini,TL,NOV,LK,R3
3202,Sunday,3/15/2020,2:25, Ujung Bor,Manggala,TK,adolescent,NOV,R2
3203,Sunday,3/15/2020,5:00,Urip Sumuharjo,Panakkukang,TK,adolescent,LK,R2
3204,Saturday,3/14/2020,23:30,Urip Sumuharjo,Panakkukang,TL,NOV,PR,R2
3205,Tuesday,3/17/2020,15:30, Tamalate I,Rappocini,TL,NOV,LK,R2
3206,Wednesday,3/18/2020,4:00, Perintis Kemerdekaan,Biringkanaya,TL,NOV,LK,R3
3207,Tuesday,3/17/2020,15:00, Perintis Kemerdekaan,Biringkanaya,TK,adult,NOV,R3
3208,Tuesday,3/17/2020,17:00, Sanrangan,Biringkanaya,T,child,NOV,R2
3209,Wednesday,3/18/2020,0:30, Galangan Kapal,Tallo,TL,NOV,NOV,R2
3210,Wednesday,3/18/2020,11:45, Maccini Kidul,Makassar,TM,adult,LK,R3
3211,Wednesday,3/18/2020,12:00, Andalas,Bontoala,TL,NOV,LK,R3
3212,Thursday,3/19/2020,15:30, Sunu,Tallo,TK,adolescent,PR,R2
3213,Friday,3/20/2020,23:00, Gunung Latimojong,Bontoala,TK,adolescent,LK,R2
3214,Thursday,3/19/2020,20:00,Andi Mappaoddang,Tamalate,TL,NOV,lk,R2
3215,Thursday,3/19/2020,19:13,Urip Sumuharjo,Panakkukang,TM,adolescent,LK,R2
3216,Friday,3/20/2020,14:30, Metro Tanjung Bunga,Tamalate,TK,adolescent,LK,R2
3217,Saturday,3/21/2020,7:45, Gunung Bawakaraeng,Makassar,TM,adult,LK,R2
3218,Saturday,3/21/2020,22:40, Perintis Kemerdekaan,Tamalanrea,TK,adult,PR,R3
3219,Friday,3/20/2020,8:30, Goa Ria,Biringkanaya,TK,adult,NOV,R2
3220,Sunday,3/22/2020,19:45, Sam Ratulangi,Mamajang,TK,adult,LK,R3
3221,Friday,3/13/2020,11:00, Penghibur,Ujung Pandang,TK,adult,LK,R2
3222,Tuesday,3/24/2020,22:15, Dg. Ramang,Biringkanaya,TL,NOV,LK,R2
3223,Sunday,3/22/2020,17:00, Borong Raya,Manggala,TL,NOV,LK,R3
3224,Tuesday,3/24/2020,7:55, Ali Malaka,Ujung Pandang,TK,adolescent,NOV,R2
3225,Thursday,3/26/2020,2:15, Dg. Ramang,Biringkanaya,TL,NOV,LK,R3
3226,Wednesday,3/25/2020,10:45, Perintis Kemerdekaan,Tamalanrea,TK,adolescent,PR,R3
3227,Wednesday,3/25/2020,16:15, Perintis Kemerdekaan,Biringkanaya,TK,adolescent,LK,R2
3228,Wednesday,3/25/2020,8:30, Flamboyan,Tamalate,T,adult,NOV,R2
3229,Friday,3/27/2020,20:00, Perintis Kemerdekaan,Biringkanaya,TK,adult,LK,R2
3230,Friday,3/27/2020,16:30, Perintis Kemerdekaan,Biringkanaya,TL,NOV,LK,R2
3231,Thursday,3/26/2020,18:30, Teuku Umar Raya,Tallo,TK,adult,LK,R2
3232,Saturday,3/28/2020,5:00,ANDI PANGERANG PETTARANI,Rappocini,TK,adolescent,LK,R3
3233,Tuesday,3/24/2020,21:00, Perintis Kemerdekaan,Tamalanrea,OC,adolescent,NOV,R2
3234,Sunday,3/29/2020,23:00,ANDI PANGERANG PETTARANI,Rappocini,OC,adult,LK,R2
3235,Sunday,3/29/2020,20:00,Urip Sumuharjo,Panakkukang,TL,NOV,LK,R2
3236,Monday,3/30/2020,6:00, Insinyur Sutami,Biringkanaya,T,adolescent,NOV,R2
3237,Sunday,3/29/2020,4:30, Perintis Kemerdekaan,Biringkanaya,TK,adult,NOV,R2
3238,Saturday,1/4/2020,7:00, Perintis Kemerdekaan,Tamalanrea,TK,adult,NOV,R2
3239,Monday,3/30/2020,13:40, Perintis Kemerdekaan,Biringkanaya,TK,adolescent,LK,R2
3240,Monday,3/30/2020,15:00, Insinyur Sutami,Tamalanrea,TK,adult,LK,R3
3241,Sunday,3/29/2020,13:00, Perintis Kemerdekaan,Tamalanrea,T,adult,LK,R2
3242,Friday,4/3/2020,1:30, Abdullah Daeng Sirua,Panakkukang,T,adolescent,PR,R2
3243,Saturday,4/4/2020,3:50, Gunung Bawakaraeng,Ujung Pandang,TK,adolescent,LK,R2
3244,Friday,4/3/2020,7:15,Nusa Tamalanrea Indah,Tamalanrea,T,adult,LK,R2
3245,Friday,4/3/2020,14:00, Perintis Kemerdekaan,Tamalanrea,TM,adolescent,NOV,R2
3246,Saturday,4/4/2020,0:30, Goa Ria,Biringkanaya,TL,NOV,LK,R2
3247,Friday,4/3/2020,0:25, Korban 40.000 Jiwa,Tallo,T,adolescent,LK,R2
3248,Friday,4/3/2020,20:00, Monumen Emmy Saelan,Rappocini,T,adult,LK,R2
3249,Sunday,4/5/2020,19:00, Metro Tanjung Bunga,Tamalate,T,adolescent,LK,R2
3250,Saturday,4/4/2020,18:00, Insinyur Sutami,Tamalanrea,T,adolescent,LK,R2
3251,Monday,4/6/2020,15:30, Perintis Kemerdekaan,Tamalanrea,TL,NOV,PR,R2
3252,Tuesday,4/7/2020,7:00, Veteran Selatan,Mamajang,TL,NOV,PR,R2
3253,Thursday,4/9/2020,9:00, Borong Raya,Manggala,T,adult,LK,R2
3254,Thursday,4/9/2020,14:30, Insinyur Sutami,Tamalanrea,TK,adult,LK,R2
3255,Friday,4/10/2020,9:00, Borong Raya,Manggala,TK,adult,LK,R2
3256,Thursday,4/9/2020,19:00, Aroepala,Rappocini,TM,adult,LK,R2
3257,Friday,4/10/2020,17:00,Urip Sumuharjo,Panakkukang,TM,adolescent,LK,R2
3258,Wednesday,4/8/2020,15:30, Insinyur Sutami,Biringkanaya,TK,adult,LK,R2
3259,Saturday,4/11/2020,14:00,Urip Sumuharjo,Panakkukang,TL,NOV,NOV,R2
3260,Saturday,4/11/2020,15:30, Daeng Tata Raya,Tamalate,TK,adolescent,LK,R2
3261,Sunday,4/12/2020,18:10, Veteran Utara,Makassar,TK,adult,LK,R2
3262,Sunday,4/12/2020,10:30, Karunrung Raya,Rappocini,TM,child,PR,R2
3263,Friday,4/10/2020,2:10, Gunung Bawakaraeng,Makassar,T,adult,NOV,R2
3264,Saturday,4/11/2020,19:30, Kapasa Raya,Tamalanrea,TL,NOV,LK,R3
3265,Monday,4/13/2020,5:20, Perintis Kemerdekaan,Biringkanaya,TK,adolescent,LK,R2
3266,Sunday,4/12/2020,13:30, Serigala,Mamajang,TK,adolescent,LK,R2
