day,time,address,district,accident_type,age,gender,suspect_vehicle,lat,long
Saturday,Night,kima raya,biringkanaya,T,adult,LK,R2,-5.1128454,119.509013
Monday,Morning,mapala,rappocini,TK,child,LK,R2,-5.1696055,119.437864
Saturday,Afternoon,ratulangi,mamajang,TK,adolescent,PR,R2,-5.1670755,119.4198124
Sunday,Afternoon,gunung bawakaraeng,bontoala,TK,child,LK,R2,-5.1349865,119.425356
Tuesday,Evening,aroepala,rappocini,OC,adult,PR,R2,-5.1748451,119.4557027
Tuesday,Evening,bontoduri,tamalate,T,adult,PR,R2,-5.1767537,119.4216687
Monday,Night,antang raya,manggala,OC,adult,LK,R2,-5.1664795,119.478882
Tuesday,Evening,perintis kemerdekaan,biringkanaya,TK,adult,LK,R4,-5.0876472,119.5188217
Thursday,Afternoon,boulevard,panakukang,TK,adult,LK,R4,-5.157779400000001,119.44617103479291
Thursday,Afternoon,poros perumnas sudiang,biringkanaya,T,adolescent,PR,R2,-5.1018114,119.5316194
Wednesday,Morning,hertasning,rappocini,TL,NOV,NOV,R4,-5.1629392,119.4367048
Thursday,Evening,perintis kemerdekaan,biringkanaya,T,adult,LK,R2,-5.0876472,119.5188217
Monday,Morning,andi tonro,tamalate,TL,NOV,NOV,R2,-5.1725621,119.4203633
Friday,Evening,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0876472,119.5188217
Saturday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0876472,119.5188217
Friday,Night,veteran utara,bontoala,TK,adult,LK,R2,-5.1407973,119.4239945
Tuesday,Evening,nuri,mariso,TK,child,LK,R2,-5.1613624,119.4092236
Wednesday,Afternoon,abu bakar lambogo,makassar,OC,adolescent,LK,R2,-5.1427283,119.4336437
Thursday,Afternoon,btn minasa upa,rappocini,TK,adolescent,LK,R2,-5.1872008,119.4575791
Sunday,Night,goa ria,biringkanaya,TL,adolescent,LK,R2,-5.0810812,119.5253813
Saturday,Evening,veteran utara,bontoala,TK,adult,LK,R2,-5.1407973,119.4239945
Sunday,Morning,toddopuli raya,rappocini,TM,adult,LK,R6,-5.1658609,119.4497719
Monday,Night,inspeksi pam,manggala,OC,adult,LK,R2,-5.1552844,119.4774932
Sunday,Evening,sunu,tallo,TL,adolescent,LK,R2,-5.1247334,119.4296097
Monday,Afternoon,teuku umar,tallo,TK,adult,LK,R6,-5.1137818,119.4383621
Tuesday,Afternoon,hertasning,rappocini,OC,adult,LK,R2,-5.1629392,119.4367048
Tuesday,Night,biring romang,tamalanrea,OC,adolescent,LK,R2,-5.1201558,119.5040303
Wednesday,Morning,dg. tata iii,tamalate,TK,adult,LK,R2,-5.1907525,119.4167484
Thursday,Morning,arief rate,ujung pandang,OC,adult,PR,R2,-5.1473917,119.4130735
Saturday,Morning,sunu,bontoala,TK,adult,LK,R2,-5.13207,119.427103
Thursday,Evening,nipa-nipa,manggala,TL,NOV,NOV,R2,-5.1624763,119.5003181
Saturday,Evening,perintis kemerdekaan,biringkanaya,TK,adult,LK,R4,-5.0876472,119.5188217
Sunday,Afternoon,naja dg. nai,tallo,TM,adult,LK,R2,-5.1262392,119.4426606
Sunday,Night,tinumbu,bontoala,TK,adolescent,LK,R2,-5.1175498,119.4215302
Monday,Evening,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R2,-5.0876472,119.5188217
Tuesday,Night,poros laikang,biringkanaya,TK,adolescent,LK,R2,-5.1018114,119.5316194
Sunday,Morning,nuri,mariso,TL,NOV,NOV,R2,-5.1613624,119.4092236
Saturday,Morning,veteran utara,makassar,TK,adult,LK,R2,-5.1391986,119.4233018
Thursday,Night,metro tanjung bunga,mariso,OC,adolescent,LK,R2,-5.1544437,119.4041691
Tuesday,Afternoon,veteran utara,bontoala,TK,adult,LK,R6,-5.1407973,119.4239945
Wednesday,Afternoon,gunung bawakaraeng,bontoala,TK,adult,LK,R4,-5.1349865,119.425356
Monday,Afternoon,poros perumnas sudiang,biringkanaya,TM,adolescent,LK,R2,-5.1018114,119.5316194
Wednesday,Morning,gunung bawakaraeng,bontoala,TK,adult,LK,R3,-5.1349865,119.425356
Wednesday,Afternoon,tamangapa raya,manggala,TL,NOV,NOV,R4,-5.1767373,119.4843844
Thursday,Evening,andi pangerang pettarani,rappocini,OC,adult,LK,R2,-5.1565899,119.4369069
Saturday,Evening,veteran selatan,mamajang,TM,adult,LK,R2,-5.1671547,119.419923
Sunday,Night,kapasa raya,biringkanaya,OC,adult,LK,R2,-5.109131,119.5009769
Friday,Morning,sungai saddang,ujung pandang,OC,adult,LK,R2,-5.1468498,119.4249901
Thursday,Morning,sungai saddang,ujung pandang,TK,adult,PR,R2,-5.1468498,119.4249901
Saturday,Morning,gunung latimojong,makassar,TL,NOV,NOV,R2,-5.1405404,119.4208275
Thursday,Evening,abu bakar lambogo,makassar,TL,NOV,NOV,R2,-5.1427283,119.4336437
Friday,Morning,maccini raya,makassar,OC,adult,PR,R2,-5.1380386,119.4340109
Sunday,Morning,abu bakar lambogo,makassar,TK,adult,LK,R2,-5.1427283,119.4336437
Wednesday,Evening,batara bira,biringkanaya,TK,adolescent,LK,R4,-5.0884975,119.5063692
Wednesday,Afternoon,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R4,-5.1257155,119.5040112
Thursday,Afternoon,tamalanrea raya,tamalanrea,TK,adult,LK,R2,-5.1377395,119.5159278
Thursday,Afternoon,perumnas antang,manggala,OC,adult,PR,R2,-5.1671551,119.4804238
Friday,Night,nuri baru,mariso,TK,adolescent,LK,R2,-5.1676353,119.4072099
Thursday,Afternoon,metro tanjung bunga,tamalate,TK,adult,PR,R4,-5.1661576,119.3917443
Saturday,Morning,berua raya,biringkanaya,TK,adult,PR,R4,-5.1158621,119.5232925
Sunday,Evening,kandea,bontoala,TK,adolescent,LK,R2,-5.1284577,119.4223128
Thursday,Morning,teuku umar,tallo,TL,adult,LK,R2,-5.1137818,119.4383621
Saturday,Evening,kumala,tamalate,TL,NOV,NOV,R2,-5.1751691,119.4167077
Tuesday,Afternoon,perintis kemerdekaan,tamalanrea,TM,adult,LK,R4,-5.1257155,119.5040112
Tuesday,Morning,galangan kapal,tallo,TK,adult,LK,R6,-5.112275,119.4309818
Tuesday,Afternoon,aroepala,rappocini,TK,adult,LK,R2,-5.1748451,119.4557027
Wednesday,Afternoon,sawerigading,ujung pandang,TK,adult,PR,R2,-5.1408703,119.4127661
Friday,Morning,toddopuli 10,manggala,TK,adolescent,LK,R2,-5.1656071,119.4568455
Wednesday,Afternoon,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112
Sunday,Night,abu bakar lambogo,makassar,TK,adult,LK,R2,-5.1427283,119.4336437
Wednesday,Afternoon,pengayoman,panakukang,OC,adult,LK,R2,-5.1581728,119.44619225187714
Saturday,Night,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0876472,119.5188217
Thursday,Morning,borong raya,manggala,TK,adult,LK,R4,-5.1646341,119.4717009
Thursday,Evening,perintis kemerdekaan,biringkanaya,TL,NOV,NOV,R2,-5.0876472,119.5188217
Saturday,Morning,ahmad yani,ujung pandang,TK,adult,LK,R2,-5.1328547,119.4078414
Saturday,Afternoon,kesatuan,tamalanrea,OC,adolescent,LK,R2,-5.1308527,119.5221542
Sunday,Night,perintis kemerdekaan,tamalanrea,OC,adult,LK,R2,-5.1257155,119.5040112
Sunday,Morning,tamangapa raya,manggala,TK,child,LK,R2,-5.1767373,119.4843844
Sunday,Night,metro tanjung bunga,mariso,OC,adult,PR,R2,-5.1544437,119.4041691
Tuesday,Night,kumala,tamalate,TK,adult,LK,R4,-5.1751691,119.4167077
Monday,Morning,perintis kemerdekaan,tamalanrea,OC,adult,LK,R2,-5.1257155,119.5040112
Tuesday,Night,veteran selatan,mamajang,TK,adolescent,LK,R2,-5.1671547,119.419923
Sunday,Evening,sultan alauddin,tamalate,TL,NOV,NOV,R2,-5.1682127,119.4209944
Sunday,Evening,maccini baru,makassar,TK,adult,LK,R2,-5.1378158,119.4279274
Monday,Evening,metro tanjung bunga,tamalate,OC,adult,LK,R2,-5.1661576,119.3917443
Tuesday,Evening,pelita raya,rappocini,OC,adolescent,LK,R2,-5.1528655,119.4341715
Tuesday,Evening,goa ria,biringkanaya,TL,NOV,NOV,R2,-5.0810812,119.5253813
Thursday,Night,borong raya,manggala,TK,adolescent,LK,R2,-5.1646341,119.4717009
Tuesday,Evening,sultan alauddin,tamalate,TL,NOV,NOV,R2,-5.1682127,119.4209944
Sunday,Afternoon,maccini raya,makassar,TK,adult,LK,R2,-5.1380386,119.4340109
Monday,Morning,veteran selatan,mamajang,TK,adult,LK,R2,-5.1671547,119.419923
Thursday,Evening,sungai saddang baru,makassar,TK,adolescent,LK,R4,-5.1489226,119.4312157
Friday,Evening,metro tanjung bunga,mariso,TB,adult,LK,R4,-5.1544437,119.4041691
Wednesday,Morning,tamangapa raya,manggala,TM,adult,LK,R4,-5.1767373,119.4843844
Monday,Afternoon,andi pangerang pettarani,rappocini,TK,adult,PR,R2,-5.1565899,119.4369069
Tuesday,Night,perintis kemerdekaan,tamalanrea,TK,adolescent,LK,R2,-5.1257155,119.5040112
Wednesday,Afternoon,rappocini raya,rappocini,TM,adult,LK,R4,-5.1525914,119.4258648
Thursday,Morning,pengayoman,panakukang,TK,child,LK,R2,-5.1581728,119.44619225187714
Saturday,Evening,perintis kemerdekaan,biringkanaya,TL,NOV,NOV,R4,-5.0876472,119.5188217
Friday,Night,sultan alauddin,tamalate,TB,adult,LK,R4,-5.1682127,119.4209944
Friday,Afternoon,antang raya,manggala,TL,NOV,NOV,R2,-5.1664795,119.478882
Tuesday,Night,perintis kemerdekaan,biringkanaya,TM,adult,LK,R6,-5.0876472,119.5188217
Wednesday,Morning,perumnas raya,manggala,TL,NOV,NOV,R4,-5.1671551,119.4804238
Thursday,Evening,ujung pandang baru,tallo,TK,adolescent,LK,R2,-5.11907695,119.436541106339
Friday,Morning,perintis kemerdekaan,tamalanrea,TM,adolescent,LK,R2,-5.1257155,119.5040112
Thursday,Morning,perintis kemerdekaan,biringkanaya,TL,NOV,NOV,R4,-5.0876472,119.5188217
Thursday,Afternoon,perintis kemerdekaan,tamalanrea,TK,adolescent,NOV,R4,-5.1257155,119.5040112
Saturday,Afternoon,cendrawasih,mariso,TB,adolescent,LK,R2,-5.1563543,119.412237
Sunday,Night,perintis kemerdekaan,tamalanrea,T,adolescent,LK,R2,-5.1257155,119.5040112
Saturday,Evening,permandian alam barombong,tamalate,TK,adolescent,LK,R3,-5.2019757,119.3874662
Sunday,Night,citra sudiang,biringkanaya,T,adult,LK,R2,-5.0813602,119.5214361
Saturday,Evening,nipa-nipa,manggala,TK,adolescent,LK,R2,-5.1624763,119.5003181
Wednesday,Afternoon,kerung-kerung,makassar,TL,NOV,NOV,R2,-5.1402076,119.425703
Monday,Evening,sunu,bontoala,TK,adult,LK,R2,-5.13207,119.427103
Tuesday,Night,perintis kemerdekaan,tamalanrea,TK,adult,LK,R2,-5.1257155,119.5040112
Thursday,Evening,inspeksi pam,manggala,TL,NOV,NOV,R2,-5.1552844,119.4774932
Thursday,Afternoon,sultan alauddin,tamalate,TK,adolescent,PR,R2,-5.1682127,119.4209944
Sunday,Night,monginsidi,makassar,TK,adult,LK,R2,-5.1479402,119.4186723
Saturday,Afternoon,kartini,ujung pandang,TL,NOV,NOV,R2,-5.1360991,119.4118141
Monday,Morning,sultan hasanuddin,ujung pandang,TK,adolescent,LK,R2,-5.1446687,119.4129742
Saturday,Afternoon,andi pangerang pettarani,rappocini,TK,adolescent,LK,R2,-5.1565899,119.4369069
Monday,Morning,rappocini raya,rappocini,TM,adolescent,PR,R2,-5.1525914,119.4258648
Thursday,Afternoon,dg. regge,tallo,TL,NOV,NOV,R2,-5.1249038,119.4325008
Friday,Morning,gunung bawakaraeng,bontoala,TL,NOV,NOV,R2,-5.1349865,119.425356
Thursday,Afternoon,perintis kemerdekaan,biringkanaya,OC,adult,LK,R2,-5.0876472,119.5188217
Saturday,Afternoon,pengayoman,panakukang,TK,adolescent,LK,R2,-5.1581728,119.44619225187714
Monday,Night,tamangapa raya,manggala,TK,adolescent,LK,R2,-5.1767373,119.4843844
Monday,Morning,bulogading,ujung pandang,TM,adult,PR,R4,-5.137357850000001,119.4073225558687
Saturday,Morning,pampang,panakukang,OC,adult,LK,R2,-5.1335087,119.444601
Wednesday,Evening,baji dakka,tamalate,TM,adult,LK,R4,-5.1767458,119.4113593
Wednesday,Afternoon,kumala,tamalate,TK,adult,LK,R2,-5.1751691,119.4167077
Thursday,Afternoon,paccerakkang,biringkanaya,TL,NOV,NOV,R4,-5.1130349,119.5128407
Saturday,Morning,perintis kemerdekaan,biringkanaya,TL,NOV,NOV,R4,-5.0876472,119.5188217
Saturday,Afternoon,andi tonro,tamalate,TK,adult,LK,R2,-5.1725621,119.4203633
Tuesday,Morning,pandang raya,panakukang,TL,NOV,NOV,R4,-5.157086,119.447943
Saturday,Evening,ratulangi,mamajang,TL,NOV,NOV,R2,-5.1670755,119.4198124
Tuesday,Evening,gunung latimojong,makassar,TK,adolescent,LK,R2,-5.1405404,119.4208275
Tuesday,Afternoon,sultan alauddin,rappocini,TM,adult,LK,R4,-5.1847014,119.4408542
Friday,Morning,metro tanjung bunga,tamalate,TK,adult,LK,R2,-5.1661576,119.3917443
Thursday,Evening,ratulangi,mamajang,TK,adult,LK,R2,-5.1670755,119.4198124
Thursday,Evening,sunu,tallo,TL,adult,LK,R2,-5.1247334,119.4296097
Thursday,Morning,perumnas antang,manggala,T,adolescent,LK,R2,-5.1671551,119.4804238
Friday,Morning,keindahan,tamalanrea,TK,adolescent,LK,R2,-5.1358981,119.5186684
Sunday,Night,hertasning,rappocini,TK,adolescent,LK,R4,-5.1629392,119.4367048
Sunday,Night,penghibur,ujung pandang,TL,NOV,NOV,R3,-5.147339,119.4090271
Monday,Morning,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R2,-5.0876472,119.5188217
Monday,Evening,pendidikan raya,rappocini,TL,NOV,NOV,R2,-5.1698539,119.4360571
Monday,Evening,poros laikang,biringkanaya,TB,adult,LK,R4,-5.1018114,119.5316194
Friday,Afternoon,perintis kemerdekaan,biringkanaya,TL,adolescent,LK,R2,-5.0876472,119.5188217
Thursday,Evening,teuku umar,tallo,TK,adult,LK,R2,-5.1137818,119.4383621
Saturday,Morning,andi pangerang pettarani,rappocini,TK,adolescent,LK,R4,-5.1565899,119.4369069
Tuesday,Evening,perintis kemerdekaan,tamalanrea,OC,adolescent,PR,R2,-5.1257155,119.5040112
Sunday,Night,andi pangerang pettarani,rappocini,OC,adult,LK,R2,-5.1565899,119.4369069
Sunday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0876472,119.5188217
Wednesday,Morning,perintis kemerdekaan,tamalanrea,TK,adult,LK,R2,-5.1257155,119.5040112
Monday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R2,-5.0876472,119.5188217
Sunday,Afternoon,perintis kemerdekaan,tamalanrea,OC,adult,LK,R2,-5.1257155,119.5040112
Saturday,Night,gunung bawakaraeng,ujung pandang,TK,adolescent,LK,R2,-5.135514,119.4179481
Friday,Afternoon,perintis kemerdekaan,tamalanrea,TM,adolescent,LK,R2,-5.1257155,119.5040112
Saturday,Night,goa ria,biringkanaya,TL,NOV,NOV,R2,-5.0810812,119.5253813
Friday,Night,korban,tallo,T,adolescent,LK,R2,-5.1239068,119.436548
Sunday,Evening,metro,mariso,OC,adolescent,LK,R2,-5.1544437,119.4041691
Monday,Afternoon,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112
Tuesday,Morning,veteran selatan,mamajang,TL,NOV,NOV,R2,-5.1671547,119.419923
Thursday,Morning,borong raya,manggala,OC,adult,PR,R2,-5.1646341,119.4717009
Friday,Morning,borong raya,manggala,TK,adult,LK,R2,-5.1646341,119.4717009
Thursday,Evening,aroepala,rappocini,TM,adult,LK,R2,-5.1748451,119.4557027
Saturday,Afternoon,dg.tata 1,tamalate,TK,adolescent,LK,R2,-5.1793833,119.4244824
Sunday,Evening,veteran utara,makassar,TK,adult,LK,R2,-5.1391986,119.4233018
Sunday,Morning,karunrung,rappocini,TM,child,LK,R2,-5.1804381,119.4516179
Friday,Night,gunung bawakaraeng,makassar,OC,adult,LK,R2,-5.1349865,119.425356
Saturday,Evening,kapasa raya,tamalanrea,TL,NOV,NOV,R4,-5.0890215,119.4820631
Monday,Morning,perintis kemerdekaan,biringkanaya,TK,adolescent,PR,R2,-5.0876472,119.5188217
Sunday,Afternoon,singa,mamajang,TK,adolescent,LK,R2,-5.1582823,119.4168762
Tuesday,Morning,komp. unhas,tallo,TL,NOV,NOV,R2,-5.1273889,119.4269936
Monday,Afternoon,inspeksi pam,manggala,TK,adult,LK,R2,-5.1552844,119.4774932
Monday,Night,tamalanrea raya,tamalanrea,OC,adult,LK,R2,-5.1377395,119.5159278
Monday,Afternoon,aroepala,rappocini,T,adult,LK,R2,-5.1748451,119.4557027
Friday,Morning,veteran utara,makassar,TK,adolescent,LK,R3,-5.1391986,119.4233018
Friday,Night,veteran utara,makassar,TL,NOV,NOV,R4,-5.1391986,119.4233018
Friday,Morning,perintis kemerdekaan,tamalanrea,TK,adult,PR,R2,-5.1257155,119.5040112
Thursday,Afternoon,datuk,tallo,TM,adult,LK,R4,-5.1273334,119.4330879
Friday,Evening,abu bakar lambogo,makassar,OC,child,LK,R2,-5.1427283,119.4336437
Monday,Morning,sultan alauddin,rappocini,TL,NOV,NOV,R2,-5.1847014,119.4408542
Monday,Morning,gunung bawakaraeng,makassar,TM,adolescent,LK,R6,-5.1349865,119.425356
Tuesday,Morning,citra sudiang,biringkanaya,OC,adolescent,LK,R2,-5.0813602,119.5214361
Wednesday,Morning,kartini,ujung pandang,TK,adolescent,LK,R4,-5.1360991,119.4118141
Friday,Morning,hertasning,rappocini,TK,adult,LK,R2,-5.1629392,119.4367048
Monday,Morning,datuk,tallo,TK,child,PR,R2,-5.1273334,119.4330879
Monday,Evening,teuku umar,tallo,TK,adolescent,PR,R2,-5.1137818,119.4383621
Monday,Afternoon,perintis kemerdekaan,biringkanaya,TL,NOV,NOV,R2,-5.0876472,119.5188217
Tuesday,Afternoon,veteran selatan,mamajang,TM,adult,LK,R2,-5.1671547,119.419923
Tuesday,Morning,perintis kemerdekaan,tamalanrea,T,adult,LK,R4,-5.1257155,119.5040112
Wednesday,Afternoon,boulevard,panakukang,TL,NOV,NOV,R4,-5.157779400000001,119.44617103479291
Wednesday,Morning,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0876472,119.5188217
Thursday,Night,andi pangerang pettarani,rappocini,OC,adolescent,LK,R2,-5.1565899,119.4369069
Thursday,Night,serigala,mamajang,TK,adult,LK,R2,-5.1607129,119.4210329
Thursday,Morning,batu putih,makassar,TK,adult,LK,R4,-5.1472416,119.4167901
Saturday,Evening,malengkeri,tamalate,TB,adolescent,LK,R2,-5.1875239,119.4339559
Saturday,Afternoon,veteran selatan,mamajang,TK,adult,PR,R2,-5.1671547,119.419923
Sunday,Afternoon,bulukunyi,makassar,TK,adult,LK,R4,-5.1462122,119.4214807
Friday,Morning,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R2,-5.0876472,119.5188217
Saturday,Evening,tamangapa raya,manggala,TK,adolescent,LK,R2,-5.1767373,119.4843844
Saturday,Afternoon,kapasa raya,biringkanaya,TK,adolescent,LK,R2,-5.109131,119.5009769
Monday,Afternoon,gatot subroto,tallo,TK,child,LK,R2,-5.1182406,119.4349653
Saturday,Evening,perintis kemerdekaan,tamalanrea,OC,adolescent,PR,R2,-5.1257155,119.5040112
Tuesday,Afternoon,metro,tamalate,OC,adult,LK,R2,-5.1661576,119.3917443
Tuesday,Afternoon,komp. unhas,tamalanrea,TK,adult,LK,R2,-5.131947,119.48707
Saturday,Evening,perintis kemerdekaan,biringkanaya,OC,adult,LK,R2,-5.0876472,119.5188217
Tuesday,Morning,galangan kapal,tallo,TK,adult,LK,R2,-5.112275,119.4309818
Tuesday,Afternoon,beruang,mamajang,TK,adult,PR,R4,-5.1590826,119.4194081
Monday,Evening,perintis kemerdekaan,biringkanaya,TM,adolescent,LK,R2,-5.0876472,119.5188217
Thursday,Morning,sungai saddang,makassar,TK,adolescent,LK,R2,-5.1468498,119.4249901
Wednesday,Night,sultan alauddin,tamalate,TM,adult,LK,R6,-5.1682127,119.4209944
Friday,Night,nuri,mariso,TK,adult,LK,R2,-5.1613624,119.4092236
Friday,Morning,cendrawasih,mariso,TK,adult,PR,R4,-5.1563543,119.412237
Sunday,Afternoon,hertasning,rappocini,TL,NOV,NOV,R4,-5.1629392,119.4367048
Saturday,Afternoon,emmy saelan,rappocini,TL,NOV,NOV,R4,-5.1716927,119.4425634
Friday,Evening,nikel raya,rappocini,TL,NOV,NOV,R4,-5.153695,119.4366357
Sunday,Night,ujung bori,manggala,TK,adolescent,LK,R2,-5.1643229,119.474467
Tuesday,Afternoon,tamalate,rappocini,TL,NOV,NOV,R2,-5.1675882,119.4479146
Wednesday,Night,perintis kemerdekaan,biringkanaya,TL,NOV,NOV,R4,-5.0876472,119.5188217
Tuesday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adult,LK,R4,-5.0876472,119.5188217
Wednesday,Night,galangan kapal,tallo,TL,NOV,NOV,R2,-5.112275,119.4309818
Wednesday,Morning,maccini raya,makassar,TM,adult,PR,R4,-5.1380386,119.4340109
Wednesday,Afternoon,andalas,bontoala,TL,NOV,NOV,R4,-5.1268592,119.4185753
Thursday,Afternoon,sunu,tallo,TK,adolescent,LK,R2,-5.1247334,119.4296097
Friday,Night,gunung latimojong,makassar,TK,adolescent,LK,R2,-5.1405404,119.4208275
Friday,Afternoon,metro tanjung bunga,tamalate,TB,adolescent,LK,R2,-5.1661576,119.3917443
Saturday,Morning,gunung bawakaraeng,makassar,TM,adult,LK,R2,-5.1349865,119.425356
Saturday,Evening,perintis kemerdekaan,tamalanrea,TK,adult,LK,R4,-5.1257155,119.5040112
Friday,Morning,goa ria,biringkanaya,TK,adult,LK,R2,-5.0810812,119.5253813
Sunday,Evening,ratulangi,mamajang,TK,adult,LK,R4,-5.1670755,119.4198124
Friday,Morning,penghibur,ujung pandang,TL,NOV,NOV,R2,-5.147339,119.4090271
Sunday,Afternoon,borong raya,manggala,TL,NOV,NOV,R4,-5.1646341,119.4717009
Wednesday,Morning,perintis kemerdekaan,tamalanrea,TK,adolescent,LK,R4,-5.1257155,119.5040112
Wednesday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R2,-5.0876472,119.5188217
Friday,Evening,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0876472,119.5188217
Friday,Morning,perintis kemerdekaan,tamalanrea,TM,adolescent,LK,R2,-5.1257155,119.5040112
Thursday,Evening,metro tanjung bunga,tamalate,TL,adolescent,LK,R2,-5.1661576,119.3917443
Saturday,Evening,veteran utara,makassar,TB,adolescent,LK,R2,-5.1391986,119.4233018
Thursday,Afternoon,sultan hasanuddin,ujung pandang,TL,NOV,NOV,R4,-5.1446687,119.4129742
Friday,Morning,veteran utara,makassar,T,adult,LK,R2,-5.1391986,119.4233018
Friday,Morning,metro tanjung bunga,tamalate,T,adult,LK,R4,-5.1661576,119.3917443
Thursday,Afternoon,bandang,bontoala,TK,adult,LK,R4,-5.1329092,119.4213666
Saturday,Night,sunu,makassar,OC,adolescent,LK,R2,-5.1247334,119.4296097
Friday,Night,veteran utara,bontoala,TK,adult,LK,R2,-5.1407973,119.4239945
Sunday,Night,veteran selatan,makassar,TK,NOV,LK,R4,-5.1673416,119.4198624
Sunday,Night,sunu,tallo,TK,adolescent,LK,R2,-5.1247334,119.4296097
Monday,Afternoon,rappocini raya,rappocini,TL,NOV,NOV,R2,-5.1525914,119.4258648
Saturday,Afternoon,veteran selatan,makassar,TK,adult,LK,R4,-5.1673416,119.4198624
Sunday,Evening,cumi cumi,bontoala,TK,adolescent,LK,R2,-5.1338742,119.4306654
Monday,Morning,kapasa raya,tamalanrea,TL,NOV,NOV,R6,-5.0890215,119.4820631
Sunday,Afternoon,emmy saelan,rappocini,TL,NOV,NOV,R2,-5.1716927,119.4425634
Monday,Afternoon,borong raya,manggala,TL,NOV,NOV,R2,-5.1646341,119.4717009
Monday,Morning,aroepala,rappocini,TB,adolescent,PR,R2,-5.1748451,119.4557027
Saturday,Afternoon,hertasning,rappocini,TL,NOV,NOV,R4,-5.1629392,119.4367048
Tuesday,Evening,perintis kemerdekaan,tamalanrea,TM,adolescent,LK,R2,-5.1257155,119.5040112
Wednesday,Afternoon,galangan kapal,tallo,TB,adult,LK,R10,-5.112275,119.4309818
Tuesday,Afternoon,tidung,rappocini,OC,adult,LK,R2,-5.1707043,119.4455539
Wednesday,Morning,rappocini raya,mamajang,TL,NOV,NOV,R2,-5.1521685,119.4252871
Wednesday,Evening,perintis kemerdekaan,biringkanaya,TB,adult,LK,R4,-5.0876472,119.5188217
Wednesday,Morning,sungai limboto,ujung pandang,TM,adult,LK,R4,-5.14221,119.4193389
Wednesday,Afternoon,toa dg.3,manggala,TK,adult,LK,R2,-5.150651,119.4674872
Thursday,Night,pannampu,tallo,TK,adult,NOV,R2,-5.117704,119.431457
Friday,Evening,dirgantara,panakukang,TK,adolescent,PR,R2,-5.1464776,119.4580041
Friday,Morning,tamangapa raya,manggala,TM,adult,LK,R2,-5.1767373,119.4843844
Thursday,Afternoon,kapasa raya,biringkanaya,TK,adult,LK,R2,-5.109131,119.5009769
Sunday,Morning,perintis kemerdekaan,tamalanrea,T,adolescent,LK,R2,-5.1257155,119.5040112
Saturday,Evening,keindahan,tamalanrea,TK,adolescent,LK,R2,-5.1358981,119.5186684
Monday,Afternoon,telkomas,tamalanrea,TK,adult,PR,R4,-5.1249825,119.5088448
Friday,Afternoon,mangerangi,tamalate,TK,adult,LK,R2,-5.1688801,119.4145338
Saturday,Night,perintis kemerdekaan,tamalanrea,OC,adolescent,LK,R4,-5.1257155,119.5040112
Saturday,Morning,kima raya,biringkanaya,TK,adult,LK,R2,-5.1128454,119.509013
Saturday,Morning,gunung latimojong,bontoala,TK,adult,LK,R2,-5.1405404,119.4208275
Sunday,Morning,mangerangi,tamalate,TK,adolescent,PR,R2,-5.1688801,119.4145338
Sunday,Morning,veteran utara,makassar,TM,adolescent,PR,R2,-5.1391986,119.4233018
Tuesday,Evening,amirullah,mamajang,TM,adult,LK,R2,-5.1532555,119.4200067
Thursday,Afternoon,baji minasa,mariso,TK,adult,LK,R2,-5.1657427,119.4097701
Friday,Afternoon,keindahan,tamalanrea,TK,adolescent,PR,R2,-5.1358981,119.5186684
Monday,Morning,veteran selatan,mamajang,TL,NOV,NOV,R2,-5.1671547,119.419923
